연도,회차,일차,경주번호,경기종류,번호,등급,기수,선수명,성별,나이,체중,최근6회차_평균착순점,최근6회차_평균득점,최근6회차_승률,최근6회차_연대율2,최근6회차_연대율3,최근6회차_평균ST,최근8경주_착순,연간성적_평균착순점,연간성적_연대율,FL,평균사고점,금일출주경주,전일성적,출주횟수,코스_1코스,코스_2코스,코스_3코스,코스_4코스,코스_5코스,코스_6코스,모터번호,모터_평균착순점,모터_연대율2,모터_연대율3,전탑승선수1,전탑승선수2,보트번호,보트_평균착순점,보트_연대율,특이사항
2015,32,2,14,플라잉,4,A1,4,신동길,남,37,59,6.81,6.09,43.8,56.3,68.8,0.29,3116 5201,6.83,58.6,F0L0,0.08,04,일04-2,21,33.3/3,75.0/4,75.0/4,25.0/4,66.7/3,66.7/3,048,4.76,23.2,40.8,박준현/445,구현구/112,068,5.45,36.5,
2015,32,2,14,플라잉,5,B2,1,길현태,남,39,58,5.94,4.97,37.5,37.5,62.5,0.24,1131 6453,6.19,40.7,F0L0,0.19,06,일09-4,21,75.0/4,66.7/3,25.0/4,33.3/3,0.0/3,25.0/4,058,4.03,18.5,33.9,정재용/56,신현경/646,014,5.74,37.7,
2015,32,2,14,플라잉,6,B1,12,김인혜,여,25,50,4.69,3.91,6.3,12.5,43.8,0.24,3443 4401,4.55,22.6,F0L0,0,03,일08-2,26,50.0/4,20.0/5,0.0/3,66.7/3,0.0/4,0.0/7,080,5.77,37,55.9,나병창/4153,정용진/213,005,4.75,25.4,
2015,32,2,15,플라잉,1,A1,3,박정아,여,36,49,5.84,5.76,15.8,36.8,63.2,0.2,6365 1612,6.24,45.1,F0L0,0.1,06,일13-1,44,100.0/7,37.5/8,37.5/8,37.5/8,50.0/6,14.3/7,070,6.61,51.5,68.7,박상현/4233,강지환/32,084,5.53,41.5,
2015,32,2,15,플라잉,2,A2,7,손동민,남,33,54,4.65,4.26,5.9,23.5,52.9,0.24,2336 3534,5.98,42.6,F0L0,0.5,08,일10-4,38,50.0/6,66.7/6,25.0/8,50.0/6,14.3/7,20.0/5,088,4.24,19.2,43.3,김세원/355,김지훈/435,092,5.58,40.5,
2015,32,2,15,플라잉,3,B1,13,이진우,남,27,53,3.41,3,0,5.9,17.6,0.3,4434 4044,3.5,11.1,F0L0,0.56,,"일01-5, 일11-6",31,20.0/5,14.3/7,0.0/3,0.0/6,20.0/5,0.0/5,106,3.98,18.7,28.5,권일혁/54,신동열/335,080,4.69,30.8,
2015,32,2,15,플라잉,4,A2,1,곽현성,남,43,56,5.82,5.53,35.3,35.3,47.1,0.26,4364 4115,5.88,42.5,F0L0,0.25,,"일07-1, 일14-1",32,40.0/5,83.3/6,16.7/6,60.0/5,20.0/5,40.0/5,057,6.72,47.6,71.4,문안나/61,전정환/334,012,5.51,37,
2015,32,2,15,플라잉,5,B1,6,권일혁,남,34,60,4.67,4.47,11.1,22.2,44.4,0.29,5453 6255,4.76,23.5,F0L0,0.23,04,일14-3,42,28.6/7,28.6/7,42.9/7,40.0/5,14.3/7,22.2/9,031,4.7,28.3,40.2,김종목/135,문안나/365,105,5.46,35.2,
2015,32,2,15,플라잉,6,B1,8,김동경,남,36,58,5.07,4.29,7.1,42.9,57.1,0.33,2254 2660,5.18,32.1,F0L0,0.07,07,일02-6,22,40.0/5,0.0/3,66.7/3,66.7/3,25.0/4,0.0/4,006,4.44,25.2,41.5,최광성/44,이지수/653,086,5.32,33.6,
2015,33,1,1,플라잉,1,A1,1,정용진,남,43,58,6.41,5.91,23.5,41.2,76.5,0.27,3312 2213,6.72,51.2,F0L0,0.14,10,,36,50.0/6,20.0/5,80.0/5,42.9/7,37.5/8,60.0/5,009,4.8,28.2,50,한  진/315,전두식/625,037,4.87,26.7,
2015,33,1,1,플라잉,2,A1,2,김정구,남,43,52,5.6,5.45,15,45,60,0.29,2326 2156,6.3,47.2,F0L0,0.11,08,,47,100.0/8,50.0/8,50.0/8,50.0/8,37.5/8,0.0/7,031,4.69,27.7,40.8,권일혁/633,김종목/135,052,5.11,33.3,
2015,33,1,1,플라잉,3,B1,8,오승철,남,32,63,3.06,2.66,0,12.5,18.8,0.23,6545 4636,4.24,21.4,F0L0,0.27,,,35,50.0/6,33.3/6,25.0/4,0.0/6,33.3/6,14.3/7,018,4.9,24.6,47,이승일/312,이주영/333,101,5.05,34.8,
2015,33,1,1,플라잉,4,A2,2,최재원,남,47,59,5,4.88,5.9,17.6,47.1,0.29,3424 5343,5.84,38.8,F0L0,0.11,12,,38,42.9/7,33.3/6,33.3/6,28.6/7,33.3/6,16.7/6,027,7.24,56.6,71.3,김종목/442,김민천/112,034,4.69,27.9,
2015,33,1,1,플라잉,5,B1,5,김도환,남,39,60,4.12,3.97,17.6,17.6,29.4,0.24,5613 4461,3.91,13.6,F0L0,0.33,11,,16,0.0/1,33.3/3,0.0/3,33.3/3,0.0/3,0.0/3,061,5.09,33.3,47.3,박진서/6264,박민수/563,045,5.63,39.1,
2015,33,1,1,플라잉,6,B1,13,박성민,남,30,58,4.31,4.13,6.3,37.5,43.8,0.21,2562 6652,4.76,30.6,F0L0,0.15,09,,38,50.0/4,71.4/7,33.3/6,16.7/6,12.5/8,28.6/7,099,4.36,27.3,39.1,최진혁/565,김희용/646,075,5.56,37.1,
2015,33,1,2,플라잉,1,B2,12,정장훈,남,30,59,2,1.87,0,0,6.7,0.28,5566 5665,1.68,0,F0L0,0.13,,,44,0.0/6,0.0/9,0.0/7,0.0/7,0.0/8,0.0/7,087,5.26,34.1,51.2,이태희/1632,김재윤/54,107,5.43,36.8,
2015,33,1,2,플라잉,2,A1,8,김민길,남,36,59,5.94,5.71,17.6,41.2,64.7,0.28,3456 2621,6.75,56.4,F0L0,0.24,09,,47,77.8/9,100.0/7,37.5/8,62.5/8,50.0/10,20.0/5,006,4.37,24.6,40.5,김동경/566,최광성/44,001,4.92,29,
2015,33,1,2,플라잉,3,A2,11,김영민,남,32,57,5.59,5.5,11.8,41.2,58.8,0.23,2254 3523,4.86,32.7,F0L0,0.11,08,,42,25.0/4,50.0/6,37.5/8,44.4/9,33.3/9,16.7/6,015,6.85,54.2,71.8,황만주/233,김응선/421,096,5.86,41,
2015,33,1,2,플라잉,4,B1,13,이진우,남,27,53,3.71,3.29,0,5.9,23.5,0.29,3654 4344,3.46,10.3,F0L0,0.42,,,32,16.7/6,16.7/6,0.0/4,0.0/6,0.0/5,0.0/5,052,4.81,27.1,45,이용세/0,곽현성/4364,108,5.24,32.4,
2015,33,1,2,플라잉,5,A2,7,김승택,남,35,63,6.78,6.61,27.8,50,72.2,0.26,1132 4121,5.77,40.4,F0L0,0.17,14,,43,57.1/7,71.4/7,22.2/9,42.9/7,33.3/6,57.1/7,108,5.72,41.8,55.2,이진휘/5561,정민수/251,069,4.76,27.8,
2015,33,1,2,플라잉,6,B2,9,정재용,남,34,60,2.71,2.36,0,7.1,14.3,0.23,5556 5655,1.67,0,F0L0,0.11,10,,9,0.0/1,0.0/1,0.0/3,0.0/2,0.0/1,0.0/1,007,6.72,49.2,69.2,전두식/25,안지민/013,109,4.8,27.8,
2015,33,1,3,플라잉,1,A2,2,김정민,남,39,58,6.88,6.79,35.3,47.1,70.6,0.24,1634 5324,6.2,46,F0L0,0.09,09,,39,71.4/7,42.9/7,20.0/5,50.0/8,20.0/5,42.9/7,026,4.08,18.5,32.3,배혜민/635,최진혁/55,063,4.91,31.6,
2015,33,1,3,플라잉,2,A1,1,서화모,남,41,56,6.61,5.78,38.9,55.6,66.7,0.24,0222 3535,6.8,57.5,F0L0,0,,,28,60.0/5,80.0/5,75.0/4,20.0/5,80.0/5,50.0/4,102,5.42,33.1,55.4,원용관/6345,경상수/14,106,5.83,38.4,"""F""후 출전"
2015,33,1,3,플라잉,3,A2,5,김희용,남,35,58,4.56,4.47,16.7,33.3,38.9,0.28,6565 6461,4.63,31.3,F0L0,0.08,10,,23,75.0/4,25.0/4,33.3/3,33.3/3,50.0/4,0.0/5,088,4.25,18.7,43,손동민/434,김세원/355,079,4.17,16.7,
2015,33,1,3,플라잉,4,B1,10,박준호,남,29,67,4.59,4.38,11.8,29.4,41.2,0.19,6451 1555,4.02,23.3,F0L0,0.23,11,,35,40.0/5,33.3/6,0.0/6,33.3/6,16.7/6,16.7/6,091,4.24,19.4,37.1,김태규/36,김지현/566,030,6.03,44.7,
2015,33,1,3,플라잉,5,B1,7,장수영,남,35,56,4.13,3.8,13.3,20,40,0.21,5356 5136,4.91,19.1,F0L0,0.35,,,38,14.3/7,16.7/6,16.7/6,28.6/7,16.7/6,0.0/6,095,4.54,27.9,43.4,김태용/265,김정민/532,019,4.38,25.7,
2015,33,1,3,플라잉,6,B1,7,윤동오,남,32,59,5.63,5.19,18.8,37.5,50,0.26,6612 4314,4.5,22.7,F0L0,0.6,13,,37,20.0/5,14.3/7,37.5/8,20.0/5,16.7/6,33.3/6,014,5.95,41.7,57.6,경상수/5235,곽현성/411,077,5.59,38.1,
2015,33,1,4,플라잉,1,A2,7,배혜민,남,34,56,5,4.76,10.5,26.3,57.9,0.29,6355 5134,5.08,32.7,F0L0,0.35,12,,37,50.0/6,50.0/6,33.3/6,14.3/7,20.0/5,14.3/7,032,4.57,25.2,40.2,정인교/24,김대선/54,029,6.51,47.1,
2015,33,1,4,플라잉,2,A1,11,김응선,남,30,60,6.47,5.53,36.8,57.9,63.2,0.19,1526 4212,6.36,51.5,F0L0,0.31,,,24,60.0/5,75.0/4,75.0/4,66.7/3,50.0/4,25.0/4,021,5.8,35,53.7,오세준/342,주은석/646,080,4.65,30.1,
2015,33,1,4,플라잉,3,B1,2,진석현,남,40,65,4.87,4.7,13.3,33.3,46.7,0.26,6566 2142,4.58,29.2,F0L0,0.15,13,,42,0.0/7,57.1/7,16.7/6,42.9/7,42.9/7,37.5/8,093,3.54,13.1,27.1,이흥우/556,정장훈/656,016,5.24,31.9,
2015,33,1,4,플라잉,4,A1,1,김국흠,남,44,59,5.3,5.03,15,40,55,0.31,5362 6666,6.72,54,F0L0,0.1,,,41,62.5/8,70.0/10,57.1/7,40.0/5,16.7/6,20.0/5,046,5.48,36.1,54.9,조현귀/4253,강창효/233,038,5.69,40.3,
2015,33,1,4,플라잉,5,B1,8,김동경,남,36,57,3.93,3.23,0,33.3,40,0.37,5662 2542,4.81,29,F0L0,0.05,,,22,50.0/4,0.0/4,50.0/4,100.0/2,25.0/4,0.0/4,036,4.55,28.1,38.3,김정구/156,강영길/563,004,5.41,34.1,
2015,33,1,4,플라잉,6,A2,8,이동준,남,30,56,4.72,4.5,11.1,11.1,50,0.25,6335 1341,5.36,30,F0L0,0.29,14,,39,50.0/6,14.3/7,20.0/5,28.6/7,16.7/6,12.5/8,047,6.04,46.7,61.5,고일수/2255,최영재/665,071,4.73,27.9,
2015,33,1,5,플라잉,1,B1,8,송효석,남,35,56,5.25,4.72,6.3,31.3,50,0.28,3224 4423,4.56,20.5,F0L0,0.61,14,,36,20.0/5,33.3/6,40.0/5,16.7/6,14.3/7,14.3/7,003,6.61,46.9,66.2,장영태/121,최재원/,023,6.02,41.2,
2015,33,1,5,플라잉,2,A2,1,강창효,남,42,61,5.31,4.97,12.5,31.3,62.5,0.28,2333 1355,4.58,31.6,F0L0,0.36,12,,28,20.0/5,50.0/4,25.0/4,60.0/5,20.0/5,20.0/5,081,5.44,38.2,55.7,손제민/4221,신동길/311,103,5.35,34.3,
2015,33,1,5,플라잉,3,A2,5,주은석,남,33,57,4.53,4.29,11.8,23.5,41.2,0.22,1516 4665,4.76,29.7,F0L0,0.24,,,34,40.0/5,20.0/5,20.0/5,37.5/8,25.0/4,14.3/7,023,3.98,17.8,34.7,박진서/553,원용관/14,087,5.35,34.5,
2015,33,1,5,플라잉,4,A1,1,정민수,남,40,63,6.05,5.69,19,47.6,61.9,0.22,2102 5122,6.77,52.5,F0L0,0.38,15,,52,70.0/10,60.0/10,50.0/10,44.4/9,33.3/6,28.6/7,094,4.88,34.1,50.4,김종민/111,송효석/322,092,5.56,39.5,
2015,33,1,5,플라잉,5,A2,4,김세원,남,35,60,4.1,4.05,15,25,35,0.34,1633 5541,5.05,29.1,F0L0,0.05,,,47,62.5/8,28.6/7,44.4/9,14.3/7,0.0/8,12.5/8,004,4.84,32.6,40.3,나병창/45,문주엽/6664,056,5.27,37.1,
2015,33,1,5,플라잉,6,B1,11,기광서,남,31,58,3.5,3.28,5.6,16.7,22.2,0.24,6452 6642,3.51,15.1,F0L0,0.2,,,45,16.7/6,25.0/8,0.0/8,25.0/8,14.3/7,0.0/8,050,5.76,36.5,54,고일수/334,오재빈/44,044,4.73,28.7,
2015,33,1,6,플라잉,1,B1,10,임태경,여,27,50,5.12,4.79,23.5,35.3,47.1,0.21,0424 6326,4.48,25,F0L0,0.5,14,,36,50.0/6,0.0/5,0.0/5,25.0/8,40.0/5,28.6/7,067,5.18,34.1,49.3,김도휘/4424,이용세/152,081,5.36,31.6,
2015,33,1,6,플라잉,2,A2,7,손동민,남,33,53,4.82,4.44,5.9,17.6,52.9,0.24,4342 3363,5.9,40,F0L0,0.45,,,41,50.0/6,57.1/7,25.0/8,42.9/7,12.5/8,20.0/5,098,5.75,43.6,57.9,김응선/1526,김종민/321,058,5.42,40.9,
2015,33,1,6,플라잉,3,A1,1,이태희,남,44,57,6.65,6.48,30,50,75,0.23,1632 3235,6.69,50,F0L0,0.21,,,40,87.5/8,57.1/7,33.3/6,71.4/7,50.0/6,0.0/6,017,3.95,18.1,31,박석문/645,이시원/46,099,5.56,35.1,
2015,33,1,6,플라잉,4,B1,1,정인교,남,49,48,6.56,6.5,11.1,50,66.7,0.24,2145 2422,5.63,36.5,F0L0,0.06,15,,43,57.1/7,66.7/6,42.9/7,20.0/10,37.5/8,20.0/5,068,5.38,32,50,이경섭/6654,임태경/04,032,5.07,34.1,
2015,33,1,6,플라잉,5,B2,12,이상문,남,31,57,3.47,2.8,13.3,13.3,20,0.32,1314 4466,3.86,13.8,F0L0,0,,,24,0.0/1,40.0/5,0.0/5,0.0/4,25.0/4,0.0/5,056,6.98,54.3,69,정재용/55,한종석/521,028,5.95,44.4,
2015,33,1,6,플라잉,6,A2,13,김민준,남,27,58,6.94,6.78,38.9,50,72.2,0.23,1245 1631,5.68,40,F0L0,0.19,13,,42,66.7/6,75.0/8,42.9/7,42.9/7,28.6/7,14.3/7,016,5.01,26.9,47.7,박석문/4533,권일혁/536,035,5.67,40.5,
2015,33,1,7,플라잉,1,B1,1,강지환,남,37,60,4.56,3.66,0,12.5,56.3,0.31,3246 4360,4.76,15.2,F0L0,0.07,13,,24,20.0/5,25.0/4,0.0/3,0.0/4,25.0/4,0.0/4,045,5.87,39.7,57.9,최재원/342,김동경/542,095,5.54,32.1,
2015,33,1,7,플라잉,2,A1,2,김민천,남,39,57,5.82,5.15,35.3,47.1,47.1,0.24,4151 1212,6.71,54.3,F0L0,0.04,,,29,50.0/6,66.7/6,66.7/3,33.3/6,60.0/5,33.3/3,092,4.83,27.3,44.7,김민길/3456,김기한/633,021,6.26,48,
2015,33,1,7,플라잉,3,B1,10,구본수,남,33,61,4.33,4.17,5.6,27.8,44.4,0.18,6556 3262,4.19,25,F0L0,0.17,,,37,60.0/5,16.7/6,16.7/6,42.9/7,20.0/5,12.5/8,038,4.47,27.1,40.7,최재원/453,기광서/664,020,5,30,
2015,33,1,7,플라잉,4,B1,3,문안나,여,31,52,5.35,4.94,17.6,41.2,52.9,0.28,3242 6110,4.94,32.1,F0L0,0.41,,,47,50.0/8,44.4/9,62.5/8,0.0/6,14.3/7,33.3/9,011,4.59,29.8,41.2,이진휘/66,길현태/113,097,4.34,24.4,
2015,33,1,7,플라잉,5,B1,4,민영건,남,39,60,5.75,5.72,12.5,37.5,56.3,0.28,4114 5423,4.96,29.6,F0L0,0.03,,,45,33.3/6,12.5/8,28.6/7,28.6/7,37.5/8,33.3/9,024,4.98,27.5,46.6,김종민/1114,사재준/316,100,5.35,35.5,
2015,33,1,7,플라잉,6,A2,5,이종인,남,37,58,5.28,4.72,11.1,22.2,66.7,0.4,6623 6335,5.74,38.1,F0L0,0.61,,,34,16.7/6,60.0/5,50.0/6,0.0/5,42.9/7,20.0/5,105,4.29,17.6,38.7,여현창/45,박정아/161,047,6.57,48.5,
2015,33,1,8,플라잉,1,A2,11,김영민,남,32,57,5.59,5.5,11.8,41.2,58.8,0.23,2254 3523,4.86,32.7,F0L0,0.11,02,,42,25.0/4,50.0/6,37.5/8,44.4/9,33.3/9,16.7/6,015,6.85,54.2,71.8,황만주/233,김응선/421,096,5.86,41,
2015,33,1,8,플라잉,2,A1,5,최영재,남,35,58,5.8,5.6,20,53.3,60,0.24,5222 1266,6.55,52.3,F0L0,0.04,15,,35,71.4/7,50.0/6,42.9/7,42.9/7,60.0/5,33.3/3,058,4.03,18.1,33.9,길현태/534,정재용/56,039,5.5,36.3,
2015,33,1,8,플라잉,3,B2,4,원용관,남,40,58,5.24,4.68,17.6,35.3,52.9,0.25,6345 1452,5.18,36.4,F0L0,0.27,,,11,66.7/3,50.0/2,00.0/0,0.0/2,0.0/2,50.0/2,075,4.74,28.8,44.8,배혜민/551,박상현/222,046,6.01,48.9,
2015,33,1,8,플라잉,4,B1,1,조현귀,남,47,60,4.94,4.69,11.1,16.7,55.6,0.28,4253 4331,4.42,20.9,F0L0,0.33,,,35,80.0/5,60.0/5,0.0/5,16.7/6,0.0/7,0.0/7,060,4.11,18.8,39.3,김지현/666,류해광/666,067,4.41,23.9,
2015,33,1,8,플라잉,5,A1,2,김정구,남,43,52,5.6,5.45,15,45,60,0.29,2326 2156,6.3,47.2,F0L0,0.11,01,,47,100.0/8,50.0/8,50.0/8,50.0/8,37.5/8,0.0/7,031,4.69,27.7,40.8,권일혁/633,김종목/135,052,5.11,33.3,
2015,33,1,8,플라잉,6,A1,4,신동길,남,37,58,5.75,5.06,25,43.8,56.3,0.31,4623 1165,6.59,56.3,F0L0,0.06,,,24,25.0/4,75.0/4,75.0/4,20.0/5,75.0/4,66.7/3,005,4.04,21.2,32.7,사재준/566,손제민/331,050,5.52,38.9,
2015,33,1,9,플라잉,1,B1,13,박성민,남,30,58,4.31,4.13,6.3,37.5,43.8,0.21,2562 6652,4.76,30.6,F0L0,0.15,01,,38,50.0/4,71.4/7,33.3/6,16.7/6,12.5/8,28.6/7,099,4.36,27.3,39.1,최진혁/565,김희용/646,075,5.56,37.1,
2015,33,1,9,플라잉,2,B1,4,경상수,남,44,58,6.47,6.37,40,46.7,60,0.28,5235 1411,5.07,32.6,F0L0,0.08,,,34,50.0/6,60.0/5,50.0/6,60.0/5,28.6/7,0.0/5,048,4.75,23.4,40.6,신동길/462,박준현/445,057,5.61,42.6,
2015,33,1,9,플라잉,3,B2,1,김영욱,남,40,61,4.79,4.46,14.3,14.3,42.9,0.22,3345 4315,5.1,20,F0L0,0.25,,,10,0.0/2,100.0/1,100.0/1,0.0/2,0.0/2,0.0/2,054,4.13,17,37.5,정주현/663,김신오/256,086,5.23,32.8,
2015,33,1,9,플라잉,4,A1,8,김민길,남,36,59,5.94,5.71,17.6,41.2,64.7,0.28,3456 2621,6.75,56.4,F0L0,0.24,02,,47,77.8/9,100.0/7,37.5/8,62.5/8,50.0/10,20.0/5,006,4.37,24.6,40.5,김동경/566,최광성/44,001,4.92,29,
2015,33,1,9,플라잉,5,A2,2,김정민,남,39,58,6.88,6.79,35.3,47.1,70.6,0.24,1634 5324,6.2,46,F0L0,0.09,03,,39,71.4/7,42.9/7,20.0/5,50.0/8,20.0/5,42.9/7,026,4.08,18.5,32.3,배혜민/635,최진혁/55,063,4.91,31.6,
2015,33,1,9,플라잉,6,B1,1,김종목,남,41,55,4.24,3.88,5.9,11.8,29.4,0.32,4421 3555,4.73,25,F0L0,0.23,,,32,16.7/6,20.0/5,0.0/4,33.3/6,20.0/5,0.0/6,030,4.68,27,42.6,신현경/22,경상수/11,024,5.56,37.6,
2015,33,1,10,플라잉,1,B2,9,정재용,남,34,60,2.71,2.36,0,7.1,14.3,0.23,5556 5655,1.67,0,F0L0,0.11,02,,9,0.0/1,0.0/1,0.0/3,0.0/2,0.0/1,0.0/1,007,6.72,49.2,69.2,전두식/25,안지민/013,109,4.8,27.8,
2015,33,1,10,플라잉,2,A2,9,김지훈,남,29,61,5.61,5.42,27.8,33.3,50,0.25,1412 4355,5.14,33.3,F0L0,0.19,,,43,62.5/8,33.3/6,33.3/6,37.5/8,28.6/7,0.0/8,097,5.41,37.1,53.8,황만주/1343,한종석/121,082,3.99,18.5,
2015,33,1,10,플라잉,3,A1,1,정용진,남,43,58,6.41,5.91,23.5,41.2,76.5,0.27,3312 2213,6.72,51.2,F0L0,0.14,01,,36,50.0/6,20.0/5,80.0/5,42.9/7,37.5/8,60.0/5,009,4.8,28.2,50,한  진/315,전두식/625,037,4.87,26.7,
2015,33,1,10,플라잉,4,B1,13,오재빈,남,27,59,4.31,4.28,6.3,12.5,37.5,0.26,4433 4563,3.75,13.6,F0L0,0.04,,,36,0.0/3,0.0/7,0.0/6,0.0/6,25.0/8,16.7/6,083,4.35,25.4,39.5,장수영/53,김영민/435,093,3.97,16.9,
2015,33,1,10,플라잉,5,A2,5,김희용,남,35,58,4.56,4.47,16.7,33.3,38.9,0.28,6565 6461,4.63,31.3,F0L0,0.08,03,,23,75.0/4,25.0/4,33.3/3,33.3/3,50.0/4,0.0/5,088,4.25,18.7,43,손동민/434,김세원/355,079,4.17,16.7,
2015,33,1,10,플라잉,6,B2,5,여현창,남,36,62,4.2,3.43,6.7,20,40,0.2,2344 5360,4.43,14.3,F0L0,0.14,,,7,0.0/1,0.0/1,50.0/2,00.0/0,0.0/2,0.0/1,057,6.8,48.8,72.1,곽현성/111,문안나/61,084,5.6,42.8,
2015,33,1,11,플라잉,1,A1,2,이용세,남,43,58,5.32,4.58,26.3,36.8,52.6,0.21,5101 5211,6.28,51.9,F0L0,0.37,,,45,66.7/9,77.8/9,44.4/9,28.6/7,20.0/5,50.0/6,076,5.95,40.9,59.1,전정환/05,오승철/654,012,5.61,38.4,
2015,33,1,11,플라잉,2,B1,10,박준호,남,29,67,4.59,4.38,11.8,29.4,41.2,0.19,6451 1555,4.02,23.3,F0L0,0.23,03,,35,40.0/5,33.3/6,0.0/6,33.3/6,16.7/6,16.7/6,091,4.24,19.4,37.1,김태규/36,김지현/566,030,6.03,44.7,
2015,33,1,11,플라잉,3,B1,5,김도환,남,39,60,4.12,3.97,17.6,17.6,29.4,0.24,5613 4461,3.91,13.6,F0L0,0.33,01,,16,0.0/1,33.3/3,0.0/3,33.3/3,0.0/3,0.0/3,061,5.09,33.3,47.3,박진서/6264,박민수/563,045,5.63,39.1,
2015,33,1,11,플라잉,4,B1,1,윤영근,남,46,59,5.31,5.25,12.5,43.8,50,0.26,5654 2624,4.95,32.4,F0L0,0,,,37,33.3/6,42.9/7,42.9/7,0.0/4,40.0/5,25.0/8,069,4.46,26.3,42.4,김선웅/644,정주현/526,010,4.37,24.2,
2015,33,1,11,플라잉,5,B1,11,김선웅,남,31,62,5.72,5.42,16.7,38.9,55.6,0.24,6444 3321,4.49,23.4,F0L0,0.2,,,38,50.0/6,33.3/6,12.5/8,20.0/5,0.0/6,28.6/7,103,5.61,37.1,56.8,한  진/2113,손동민/233,064,5.35,32.5,
2015,33,1,11,플라잉,6,B1,13,김도휘,남,30,59,4.67,4.57,6.7,26.7,33.3,0.21,4424 1642,4.21,20.8,F0L0,0.1,,,40,60.0/5,50.0/8,40.0/5,0.0/7,0.0/7,0.0/8,101,5.8,41,56,심상철/5113,배혜민/343,018,5.61,41.4,
2015,33,1,12,플라잉,1,A2,7,류해광,남,31,61,6.24,6.15,35.3,52.9,58.8,0.16,4142 1321,5.78,47.1,F0L0,0.09,,,43,62.5/8,57.1/7,62.5/8,28.6/7,57.1/7,50.0/6,086,4.83,26.1,46.3,조성인/3656,정민수/21,007,4.63,28.6,
2015,33,1,12,플라잉,2,A2,2,최재원,남,47,59,5,4.88,5.9,17.6,47.1,0.29,3424 5343,5.84,38.8,F0L0,0.11,01,,38,42.9/7,33.3/6,33.3/6,28.6/7,33.3/6,16.7/6,027,7.24,56.6,71.3,김종목/442,김민천/112,034,4.69,27.9,
2015,33,1,12,플라잉,3,A2,1,박영수,남,45,57,4.67,4.27,6.7,33.3,46.7,0.25,2565 4522,5.36,35.7,F0L0,0.25,,,35,50.0/6,57.1/7,20.0/5,20.0/5,20.0/5,28.6/7,013,3.57,14.4,28.9,장수영/565,장수영/6,055,5.52,32.4,
2015,33,1,12,플라잉,4,A2,1,강창효,남,42,61,5.31,4.97,12.5,31.3,62.5,0.28,2333 1355,4.58,31.6,F0L0,0.36,05,,28,20.0/5,50.0/4,25.0/4,60.0/5,20.0/5,20.0/5,081,5.44,38.2,55.7,손제민/4221,신동길/311,103,5.35,34.3,
2015,33,1,12,플라잉,5,A2,7,배혜민,남,34,56,5,4.76,10.5,26.3,57.9,0.29,6355 5134,5.08,32.7,F0L0,0.35,04,,37,50.0/6,50.0/6,33.3/6,14.3/7,20.0/5,14.3/7,032,4.57,25.2,40.2,정인교/24,김대선/54,029,6.51,47.1,
2015,33,1,12,플라잉,6,A2,2,김선필,남,38,55,5,4.5,11.1,33.3,50,0.3,2145 4326,5.2,37.5,F0L0,0.44,,,32,33.3/6,100.0/3,50.0/4,42.9/7,14.3/7,20.0/5,106,3.95,18.3,28.6,이진우/365,권일혁/54,041,5.53,38,
2015,33,1,13,플라잉,1,A2,13,김민준,남,27,58,6.94,6.78,38.9,50,72.2,0.23,1245 1631,5.68,40,F0L0,0.19,06,,42,66.7/6,75.0/8,42.9/7,42.9/7,28.6/7,14.3/7,016,5.01,26.9,47.7,박석문/4533,권일혁/536,035,5.67,40.5,
2015,33,1,13,플라잉,2,B1,7,윤동오,남,32,59,5.63,5.19,18.8,37.5,50,0.26,6612 4314,4.5,22.7,F0L0,0.6,03,,37,20.0/5,14.3/7,37.5/8,20.0/5,16.7/6,33.3/6,014,5.95,41.7,57.6,경상수/5235,곽현성/411,077,5.59,38.1,
2015,33,1,13,플라잉,3,B1,3,이시원,여,34,52,4,3.25,18.8,18.8,31.3,0.3,5351 4604,4.45,20.7,F0L0,0,,,24,0.0/2,75.0/4,33.3/3,0.0/5,40.0/5,0.0/5,072,5.1,30.1,46.6,이용세/51,김도환/5613,072,5.73,34.6,
2015,33,1,13,플라잉,4,B1,6,권일혁,남,34,60,4.39,4.14,5.6,16.7,44.4,0.27,6335 4536,4.74,22.2,F0L0,0.25,,,42,16.7/6,25.0/8,42.9/7,40.0/5,12.5/8,25.0/8,020,5.25,33.8,48.1,박정아/6365,김명진/645,042,5.4,35.8,
2015,33,1,13,플라잉,5,B1,2,진석현,남,40,65,4.87,4.7,13.3,33.3,46.7,0.26,6566 2142,4.58,29.2,F0L0,0.15,04,,42,0.0/7,57.1/7,16.7/6,42.9/7,42.9/7,37.5/8,093,3.54,13.1,27.1,이흥우/556,정장훈/656,016,5.24,31.9,
2015,33,1,13,플라잉,6,B1,1,강지환,남,37,60,4.56,3.66,0,12.5,56.3,0.31,3246 4360,4.76,15.2,F0L0,0.07,07,,24,20.0/5,25.0/4,0.0/3,0.0/4,25.0/4,0.0/4,045,5.87,39.7,57.9,최재원/342,김동경/542,095,5.54,32.1,
2015,33,1,14,플라잉,1,A2,8,이동준,남,30,56,4.72,4.5,11.1,11.1,50,0.25,6335 1341,5.36,30,F0L0,0.29,04,,39,50.0/6,14.3/7,20.0/5,28.6/7,16.7/6,12.5/8,047,6.04,46.7,61.5,고일수/2255,최영재/665,071,4.73,27.9,
