연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2015,38,2,14R,① 박정아,④ 원용관,③ 정민수,(1) 1.6,"(1) 1.1, (4) 5.3",(1-4) 12.2,(1-4) 9.7,(1-3-4) 12.2,-,-,
2015,38,2,15R,④ 박석문,① 이태희,⑤ 정주현,(4) 2.8,"(4) 1.9, (1) 2.2",(4-1) 8.9,(1-4) 3.7,(1-4-5) 8.7,-,-,
2015,38,1,01R,① 김정구,③ 김민준,② 김동경,(1) 1.3,"(1) 1.0, (3) 1.1",(1-3) 1.5,(1-3) 1.1,(1-2-3) 3.7,-,-,⑥
2015,38,1,02R,② 최재원,③ 조성인,⑥ 김재윤,(2) 1.7,"(2) 1.0, (3) 8.5",(2-3) 10.1,(2-3) 9.7,(2-3-6) 64.5,-,-,
2015,38,1,03R,② 김민길,⑥ 유석현,④ 신동열,(2) 1.8,"(2) 1.2, (6) 4.5",(2-6) 9.6,(2-6) 6.7,(2-4-6) 9.6,-,-,
2015,38,1,04R,② 최영재,① 박석문,⑤ 이경섭,(2) 1.9,"(2) 1.1, (1) 1.6",(2-1) 3.8,(1-2) 1.8,(1-2-5) 4.8,-,-,
2015,38,1,05R,① 김종목,③ 권일혁,⑤ 김선웅,(1) 1.8,"(1) 1.3, (3) 1.6",(1-3) 4.8,(1-3) 3.0,(1-3-5) 6.7,-,-,
2015,38,1,06R,② 김세원,③ 이용세,④ 권명호,(2) 2.2,"(2) 1.6, (3) 1.9",(2-3) 7.9,(2-3) 4.6,(2-3-4) 2.4,-,-,
2015,38,1,07R,② 정주현,④ 신동길,⑥ 배혜민,(2) 3.0,"(2) 1.6, (4) 1.5",(2-4) 5.3,(2-4) 3.1,(2-4-6) 6.8,-,-,
2015,38,1,08R,① 임태경,④ 이태희,⑤ 류해광,(1) 1.4,"(1) 1.1, (4) 1.4",(1-4) 2.0,(1-4) 1.6,(1-4-5) 1.6,-,-,③
2015,38,1,09R,④ 정장훈,③ 이재학,⑤ 이흥우,(4) 7.0,"(4) 3.0, (3) 1.6",(4-3) 26.2,(3-4) 9.1,(3-4-5) 14.2,-,-,①
2015,38,1,10R,⑤ 최영재,③ 유석현,② 김재윤,(5) 2.3,"(5) 1.7, (3) 1.5",(5-3) 6.7,(3-5) 2.2,(2-3-5) 3.9,-,-,
2015,38,1,11R,② 김국흠,① 서화모,⑥ 권일혁,(2) 1.4,"(2) 1.2, (1) 1.9",(2-1) 4.7,(1-2) 2.9,(1-2-6) 18.0,-,-,
2015,38,1,12R,④ 최재원,① 김선웅,⑥ 김정구,(4) 1.9,"(4) 1.3, (1) 2.1",(4-1) 6.6,(1-4) 3.6,(1-4-6) 6.6,-,-,
2015,38,1,13R,① 김민천,② 정민수,④ 장영태,(1) 2.3,"(1) 1.2, (2) 2.2",(1-2) 10.3,(1-2) 7.0,(1-2-4) 12.8,-,-,
2015,38,1,14R,② 박정아,④ 원용관,③ 한성근,(2) 1.4,"(2) 1.1, (4) 4.1",(2-4) 7.4,(2-4) 6.9,(2-3-4) 7.8,-,-,
2015,38,1,15R,① 길현태,③ 김효년,⑥ 정주현,(1) 2.1,"(1) 1.4, (3) 1.4",(1-3) 3.7,(1-3) 2.1,(1-3-6) 7.6,-,-,
2015,37,2,01R,① 오세준,③ 이지수,④ 김인혜,(1) 3.6,"(1) 1.6, (3) 3.7",(1-3) 12.9,(1-3) 9.2,(1-3-4) 21.6,-,-,
2015,37,2,02R,② 손근성,① 강창효,③ 이종인,(2) 1.3,"(2) 1.0, (1) 2.1",(2-1) 3.1,(1-2) 2.2,(1-2-3) 5.2,-,-,
2015,37,2,03R,④ 기광서,③ 박상현,⑤ 이주영,(4) 4.8,"(4) 2.0, (3) 1.9",(4-3) 16.6,(3-4) 5.8,(3-4-5) 6.5,-,-,
2015,37,2,04R,⑤ 한종석,② 김영민,① 박진서,(5) 5.7,"(5) 1.9, (2) 1.1",(5-2) 9.4,(2-5) 2.7,(1-2-5) 2.4,-,-,
2015,37,2,05R,① 문안나,② 정재용,④ 나병창,(1) 3.0,"(1) 1.6, (2) 4.8",(1-2) 26.5,(1-2) 15.4,(1-2-4) 22.6,-,-,
2015,37,2,06R,① 윤영근,⑥ 구현구,② 전두식,(1) 2.0,"(1) 1.4, (6) 2.2",(1-6) 9.1,(1-6) 6.5,(1-2-6) 6.5,-,-,
2015,37,2,07R,③ 한성근,④ 김창규,⑤ 서화모,(3) 1.8,"(3) 1.3, (4) 2.5",(3-4) 6.0,(3-4) 5.1,(3-4-5) 16.8,-,-,
2015,37,2,08R,⑤ 심상철,② 박종덕,④ 이동준,(5) 1.6,"(5) 1.4, (2) 2.5",(5-2) 7.6,(2-5) 3.9,(2-4-5) 11.1,-,-,
2015,37,2,09R,① 박민수,④ 양원준,⑤ 사재준,(1) 2.0,"(1) 1.1, (4) 4.2",(1-4) 8.8,(1-4) 6.7,(1-4-5) 6.6,-,-,
2015,37,2,10R,③ 김민길,① 한 진,⑤ 오세준,(3) 2.3,"(3) 1.5, (1) 3.0",(3-1) 14.9,(1-3) 7.4,(1-3-5) 15.1,-,-,
2015,37,2,11R,⑥ 손근성,④ 오재빈,① 기광서,(6) 6.2,"(6) 2.2, (4) 3.9",(6-4) 43.1,(4-6) 26.6,(1-4-6) 11.9,-,-,
2015,37,2,12R,④ 김영민,① 김인혜,② 이주영,(4) 1.8,"(4) 1.3, (1) 1.5",(4-1) 4.6,(1-4) 3.0,(1-2-4) 1.8,-,-,
2015,37,2,13R,② 한종석,⑤ 최영재,⑥ 윤영근,(2) 1.2,"(2) 1.0, (5) 1.9",(2-5) 2.5,(2-5) 2.0,(2-5-6) 4.2,-,-,
2015,37,2,14R,① 구현구,② 신현경,④ 박상현,(1) 1.4,"(1) 1.0, (2) 2.1",(1-2) 3.1,(1-2) 2.0,(1-2-4) 1.9,-,-,③
2015,37,2,15R,② 심상철,① 여현창,④ 박진서,(2) 1.7,"(2) 1.2, (1) 1.3",(2-1) 3.0,(1-2) 1.7,(1-2-4) 2.6,-,-,
2015,37,1,01R,① 한성근,⑤ 박영수,③ 김지현,(1) 1.2,"(1) 1.0, (5) 2.3",(1-5) 3.6,(1-5) 2.4,(1-3-5) 3.7,-,-,
2015,37,1,02R,① 최영재,④ 이주영,② 유석현,(1) 1.6,"(1) 1.3, (4) 1.7",(1-4) 4.0,(1-4) 3.3,(1-2-4) 2.6,-,-,
2015,37,1,03R,③ 박민수,④ 심상철,① 김민길,(3) 3.4,"(3) 1.9, (4) 1.7",(3-4) 10.0,(3-4) 5.8,(1-3-4) 2.3,-,-,
2015,37,1,04R,③ 한종석,① 이동준,⑤ 김인혜,(3) 1.2,"(3) 1.1, (1) 2.9",(3-1) 4.7,(1-3) 2.8,(1-3-5) 4.7,-,-,
2015,37,1,05R,② 어선규,④ 문안나,③ 박진서,(2) 1.1,"(2) 1.1, (4) 3.7",(2-4) 5.7,(2-4) 5.8,(2-3-4) 3.9,-,-,
2015,37,1,06R,① 양원준,④ 신현경,② 김창규,(1) 2.6,"(1) 2.0, (4) 2.4",(1-4) 15.7,(1-4) 8.5,(1-2-4) 11.6,-,-,
2015,37,1,07R,② 정민수,④ 사재준,③ 강창효,(2) 1.7,"(2) 1.4, (4) 1.5",(2-4) 2.9,(2-4) 1.7,(2-3-4) 5.5,-,-,
2015,37,1,08R,⑤ 김영민,② 손제민,③ 김대선,(5) 3.2,"(5) 1.2, (2) 1.4",(5-2) 6.0,(2-5) 2.5,(2-3-5) 2.6,-,-,⑥
2015,37,1,09R,① 윤동오,④ 최영재,② 정용진,(1) 3.3,"(1) 1.8, (4) 3.5",(1-4) 11.0,(1-4) 7.6,(1-2-4) 2.4,-,-,
2015,37,1,10R,② 김정구,① 강영길,⑥ 김민길,(2) 1.7,"(2) 1.4, (1) 15.4",(2-1) 38.0,(1-2) 26.5,(1-2-6) 53.9,-,-,
2015,37,1,11R,② 이지수,⑤ 오승철,① 조현귀,(2) 3.8,"(2) 1.8, (5) 7.6",(2-5) 46.4,(2-5) 35.6,(1-2-5) 82.2,-,-,
2015,37,1,12R,⑥ 윤영일,① 김승택,③ 이상문,(6) 33.8,"(6) 9.9, (1) 1.3",(6-1) 93.0,(1-6) 23.3,(1-3-6) 55.4,-,-,
2015,37,1,13R,③ 윤영근,① 임태경,④ 김응선,(3) 4.1,"(3) 2.0, (1) 1.5",(3-1) 13.7,(1-3) 4.9,(1-3-4) 2.8,-,-,
2015,37,1,14R,④ 어선규,① 사재준,③ 양원준,(4) 2.2,"(4) 1.0, (1) 1.2",(4-1) 3.7,(1-4) 1.3,(1-3-4) 1.5,-,-,
2015,37,1,15R,② 오재빈,③ 구현구,⑤ 박민수,(2) 18.5,"(2) 4.6, (3) 1.6",(2-3) 51.7,(2-3) 17.6,(2-3-5) 26.5,-,-,
2015,36,2,01R,① 김국흠,⑤ 홍기철,④ 박정아,(1) 1.1,"(1) 1.0, (5) 7.6",(1-5) 9.4,(1-5) 9.1,(1-4-5) 2.0,-,-,
2015,36,2,02R,① 이현재,② 김민준,⑤ 임태경,(1) 2.7,"(1) 2.6, (2) 1.1",(1-2) 8.6,(1-2) 4.1,(1-2-5) 13.0,-,-,
2015,36,2,03R,④ 김정구,② 박석문,⑥ 어선규,(4) 1.8,"(4) 1.5, (2) 2.8",(4-2) 8.4,(2-4) 5.6,(2-4-6) 4.4,-,-,
2015,36,2,04R,⑤ 김응선,③ 강지환,① 정주현,(5) 3.0,"(5) 1.1, (3) 6.3",(5-3) 12.9,(3-5) 11.9,(1-3-5) 10.2,-,-,④
2015,36,2,05R,② 조현귀,① 김세원,⑥ 김효년,(2) 3.0,"(2) 2.1, (1) 1.5",(2-1) 11.1,(1-2) 4.0,(1-2-6) 3.7,-,-,
2015,36,2,06R,② 진석현,④ 김명진,③ 서지혜,(2) 2.0,"(2) 1.6, (4) 3.0",(2-4) 9.4,(2-4) 7.2,(2-3-4) 22.5,-,-,
2015,36,2,07R,② 박종덕,① 김태용,③ 이태희,(2) 2.3,"(2) 2.0, (1) 2.4",(2-1) 22.4,(1-2) 12.8,(1-2-3) 9.3,-,-,
2015,36,2,08R,④ 김재윤,③ 원용관,② 장영태,(4) 1.6,"(4) 1.4, (3) 6.9",(4-3) 15.8,(3-4) 12.1,(2-3-4) 3.7,-,-,
2015,36,2,09R,① 권명호,② 임태경,⑥ 김선웅,(1) 1.2,"(1) 1.1, (2) 1.9",(1-2) 3.6,(1-2) 2.8,(1-2-6) 18.5,-,-,
2015,36,2,10R,① 어선규,② 홍기철,⑤ 김정민,(1) 1.0,"(1) 1.0, (2) 1.6",(1-2) 1.8,(1-2) 1.5,(1-2-5) 2.5,-,-,⑥
2015,36,2,11R,② 박준현,③ 김지훈,① 박영수,(2) 5.4,"(2) 2.2, (3) 2.5",(2-3) 21.6,(2-3) 12.0,(1-2-3) 6.6,-,-,
2015,36,2,12R,① 김영욱,④ 김민준,② 이시원,(1) 2.4,"(1) 1.5, (4) 2.5",(1-4) 12.4,(1-4) 9.0,(1-2-4) 16.0,-,-,
2015,36,2,13R,③ 박성민,④ 이흥우,⑥ 박석문,(3) 6.7,"(3) 1.8, (4) 6.1",(3-4) 36.3,(3-4) 24.2,(3-4-6) 43.1,-,-,
2015,36,2,14R,① 정용진,④ 김민천,⑥ 조현귀,(1) 1.5,"(1) 1.0, (4) 1.1",(1-4) 2.2,(1-4) 1.2,(1-4-6) 4.0,-,-,
2015,36,2,15R,③ 김선필,① 김효년,④ 고일수,(3) 6.8,"(3) 2.1, (1) 1.1",(3-1) 13.0,(1-3) 3.2,(1-3-4) 5.8,-,-,
2015,36,1,01R,④ 진석현,① 김영민,② 이태희,(4) 1.9,"(4) 1.3, (1) 1.6",(4-1) 7.2,(1-4) 4.2,(1-2-4) 2.4,-,-,
2015,36,1,02R,① 김정구,⑤ 박정아,② 유석현,(1) 1.2,"(1) 1.1, (5) 3.5",(1-5) 3.7,(1-5) 3.1,(1-2-5) 2.8,-,-,
2015,36,1,03R,① 김응선,② 김명진,③ 박석문,(1) 1.3,"(1) 1.2, (2) 2.1",(1-2) 3.5,(1-2) 2.4,(1-2-3) 2.7,-,-,
2015,36,1,04R,⑤ 장영태,① 신동열,② 조성인,(5) 6.2,"(5) 2.2, (1) 1.9",(5-1) 15.8,(1-5) 5.1,(1-2-5) 11.2,-,-,
2015,36,1,05R,③ 어선규,⑤ 신동길,④ 임태경,(3) 1.3,"(3) 1.0, (5) 4.2",(3-5) 4.1,(3-5) 3.7,(3-4-5) 6.0,-,-,
2015,36,1,06R,⑥ 김민천,① 정인교,③ 김종목,(6) 3.3,"(6) 1.6, (1) 1.1",(6-1) 5.9,(1-6) 2.0,(1-3-6) 4.5,-,-,
2015,36,1,07R,③ 한 진,④ 홍기철,① 권일혁,(3) 3.6,"(3) 1.7, (4) 3.2",(3-4) 13.2,(3-4) 9.1,(1-3-4) 9.1,-,-,
2015,36,1,08R,③ 김국흠,① 최광성,⑥ 원용관,(3) 1.5,"(3) 1.1, (1) 1.8",(3-1) 3.7,(1-3) 2.9,(1-3-6) 20.9,-,-,
2015,36,1,09R,② 박정아,④ 김효년,① 이흥우,(2) 3.0,"(2) 1.3, (4) 1.0",(2-4) 3.9,(2-4) 1.5,(1-2-4) 2.5,-,-,
2015,36,1,10R,① 김선필,⑥ 김민준,④ 박준현,(1) 1.5,"(1) 1.1, (6) 4.2",(1-6) 8.5,(1-6) 7.4,(1-4-6) 4.3,-,-,③
2015,36,1,11R,③ 정용진,⑤ 유석현,① 기광서,(3) 1.3,"(3) 1.1, (5) 1.8",(3-5) 2.9,(3-5) 2.3,(1-3-5) 5.1,-,-,
2015,36,1,12R,① 김재윤,⑤ 김정구,③ 김응선,(1) 2.1,"(1) 1.2, (5) 2.4",(1-5) 6.1,(1-5) 4.9,(1-3-5) 2.4,-,-,
2015,36,1,13R,⑥ 고일수,① 최재원,⑤ 김세원,(6) 35.1,"(6) 5.4, (1) 1.3",(6-1) 84.0,(1-6) 20.0,(1-5-6) 34.9,-,-,
2015,36,1,14R,① 신동길,③ 박영수,② 박성민,(1) 1.4,"(1) 1.2, (3) 4.5",(1-3) 4.6,(1-3) 3.8,(1-2-3) 3.2,-,-,
2015,36,1,15R,⑥ 최광성,② 김민천,① 장수영,(6) 18.1,"(6) 2.4, (2) 1.0",(6-2) 44.0,(2-6) 4.1,(1-2-6) 3.5,-,-,
2015,35,2,01R,④ 권현기,② 이흥우,③ 이승일,(4) 11.3,"(4) 3.5, (2) 1.5",(4-2) 32.4,(2-4) 12.8,(2-3-4) 8.1,-,-,
2015,35,2,02R,③ 곽현성,① 최재원,④ 김인혜,(3) 4.8,"(3) 1.5, (1) 1.5",(3-1) 10.2,(1-3) 4.1,(1-3-4) 2.6,-,-,
2015,35,2,03R,① 신동길,④ 박정아,⑤ 문안나,(1) 1.8,"(1) 1.4, (4) 1.7",(1-4) 3.8,(1-4) 2.7,(1-4-5) 5.4,-,-,
2015,35,2,04R,② 길현태,⑥ 한성근,③ 김태규,(2) 1.2,"(2) 1.1, (6) 3.6",(2-6) 5.3,(2-6) 4.9,(2-3-6) 4.7,-,-,
2015,35,2,05R,① 정민수,② 한 운,⑤ 손근성,(1) 1.1,"(1) 1.1, (2) 2.7",(1-2) 2.8,(1-2) 2.5,(1-2-5) 3.0,-,-,
2015,35,2,06R,② 여현창,③ 김대선,④ 김국흠,(2) 2.2,"(2) 1.3, (3) 1.4",(2-3) 3.3,(2-3) 2.0,(2-3-4) 3.0,-,-,
2015,35,2,07R,③ 홍기철,① 오세준,② 원용관,(3) 4.6,"(3) 1.8, (1) 1.3",(3-1) 7.2,(1-3) 2.7,(1-2-3) 3.3,-,-,
2015,35,2,08R,④ 류해광,① 강창효,⑤ 박상현,(4) 1.6,"(4) 1.4, (1) 1.5",(4-1) 4.6,(1-4) 2.9,(1-4-5) 4.1,-,-,
2015,35,2,09R,② 권현기,④ 손동민,③ 김인혜,(2) 3.0,"(2) 1.8, (4) 1.4",(2-4) 5.9,(2-4) 2.8,(2-3-4) 3.1,-,-,
2015,35,2,10R,② 김종목,⑤ 박정아,④ 윤영근,(2) 2.4,"(2) 1.2, (5) 1.4",(2-5) 4.1,(2-5) 2.2,(2-4-5) 15.8,-,-,
2015,35,2,11R,③ 신동길,② 김선웅,⑤ 윤영일,(3) 1.2,"(3) 1.0, (2) 4.8",(3-2) 13.4,(2-3) 9.8,(2-3-5) 22.2,-,-,
2015,35,2,12R,① 이승일,② 한성근,⑤ 김국흠,(1) 1.9,"(1) 1.2, (2) 1.0",(1-2) 2.6,(1-2) 1.5,(1-2-5) 1.7,-,-,
2015,35,2,13R,④ 김정민,⑤ 한종석,③ 장영태,(4) 2.9,"(4) 1.5, (5) 4.0",(4-5) 10.6,(4-5) 11.0,(3-4-5) 11.8,-,-,
2015,35,2,14R,② 김민천,⑤ 유석현,④ 어선규,(2) 2.7,"(2) 1.5, (5) 11.3",(2-5) 41.9,(2-5) 35.0,(2-4-5) 28.8,-,-,
2015,35,2,15R,① 손동민,⑥ 여현창,③ 정민수,(1) 2.5,"(1) 1.3, (6) 6.6",(1-6) 26.4,(1-6) 20.4,(1-3-6) 7.3,-,-,
2015,35,1,01R,① 정인교,④ 문안나,⑥ 김국흠,(1) 3.6,"(1) 1.3, (4) 3.9",(1-4) 27.4,(1-4) 22.7,(1-4-6) 61.0,-,-,
2015,35,1,02R,③ 김지훈,① 박상현,⑤ 강창효,(3) 4.9,"(3) 2.3, (1) 1.0",(3-1) 11.4,(1-3) 2.8,(1-3-5) 5.6,-,-,
2015,35,1,03R,① 김대선,④ 박석문,③ 주은석,(1) 1.3,"(1) 1.2, (4) 3.5",(1-4) 7.5,(1-4) 6.4,(1-3-4) 12.1,-,-,
2015,35,1,04R,① 이상문,⑤ 원용관,④ 이진휘,(1) 15.2,"(1) 5.4, (5) 2.1",(1-5) 47.7,(1-5) 23.2,(1-4-5) 95.9,-,-,
2015,35,1,05R,① 정주현,④ 이흥우,⑥ 손동민,(1) 5.0,"(1) 2.4, (4) 2.4",(1-4) 25.8,(1-4) 13.9,(1-4-6) 14.4,-,-,
2015,35,1,06R,② 박정아,④ 여현창,⑥ 길현태,(2) 1.4,"(2) 1.1, (4) 1.9",(2-4) 3.4,(2-4) 2.3,(2-4-6) 2.0,-,-,
2015,35,1,07R,② 김국흠,④ 한성근,① 박진서,(2) 1.9,"(2) 1.2, (4) 2.1",(2-4) 5.2,(2-4) 3.9,(1-2-4) 4.5,-,-,
2015,35,1,08R,③ 강창효,⑥ 신동길,② 양원준,(3) 8.7,"(3) 2.2, (6) 3.0",(3-6) 31.5,(3-6) 17.4,(2-3-6) 6.9,-,-,
2015,35,1,09R,⑤ 정민수,① 문안나,③ 김영욱,(5) 6.5,"(5) 2.2, (1) 1.6",(5-1) 14.8,(1-5) 5.7,(1-3-5) 17.2,-,-,⑥
2015,35,1,10R,⑤ 류해광,④ 홍기철,① 김동경,(5) 4.8,"(5) 1.9, (4) 2.0",(5-4) 14.1,(4-5) 5.4,(1-4-5) 10.3,-,-,
2015,35,1,11R,② 김지훈,⑤ 김대선,⑥ 최재원,(2) 2.4,"(2) 1.4, (5) 2.0",(2-5) 5.4,(2-5) 3.3,(2-5-6) 7.7,-,-,
2015,35,1,12R,① 김인혜,③ 윤영일,② 손근성,(1) 1.8,"(1) 1.3, (3) 4.9",(1-3) 11.7,(1-3) 9.1,(1-2-3) 3.3,-,-,
2015,35,1,13R,② 심상철,① 어선규,⑤ 유석현,(2) 3.5,"(2) 1.2, (1) 1.3",(2-1) 5.5,(1-2) 1.9,(1-2-5) 7.3,-,-,
2015,35,1,14R,④ 김민천,② 김효년,③ 김응선,(4) 13.0,"(4) 2.2, (2) 1.5",(4-2) 29.7,(2-4) 8.3,(2-3-4) 23.2,-,-,
2015,35,1,15R,① 경상수,⑤ 주은석,③ 원용관,(1) 1.4,"(1) 1.0, (5) 2.4",(1-5) 6.3,(1-5) 4.3,(1-3-5) 2.3,-,-,②
2015,34,2,01R,③ 오승철,② 정민수,④ 최광성,(3) 7.5,"(3) 2.4, (2) 1.1",(3-2) 9.6,(2-3) 2.6,(2-3-4) 2.8,-,-,
2015,34,2,02R,① 김명진,③ 고일수,② 구현구,(1) 2.7,"(1) 1.3, (3) 4.2",(1-3) 16.1,(1-3) 12.7,(1-2-3) 3.7,-,-,
2015,34,2,03R,③ 김인혜,② 손근성,⑥ 한종석,(3) 23.4,"(3) 5.1, (2) 1.1",(3-2) 63.1,(2-3) 9.0,(2-3-6) 13.7,-,-,
2015,34,2,04R,① 박성민,⑥ 장영태,② 박상현,(1) 6.4,"(1) 3.4, (6) 4.0",(1-6) 40.1,(1-6) 26.9,(1-2-6) 26.2,-,-,
2015,34,2,05R,⑤ 김민길,② 김지현,④ 이재학,(5) 2.3,"(5) 1.3, (2) 1.7",(5-2) 5.4,(2-5) 3.0,(2-4-5) 4.9,-,-,
2015,34,2,06R,④ 사재준,① 김신오,⑤ 한성근,(4) 1.9,"(4) 1.3, (1) 1.5",(4-1) 3.9,(1-4) 2.1,(1-4-5) 5.0,-,-,
2015,34,2,07R,① 이창규,② 김정구,④ 문주엽,(1) 4.0,"(1) 1.1, (2) 1.5",(1-2) 8.0,(1-2) 3.8,(1-2-4) 1.7,-,-,
2015,34,2,08R,① 박준호,③ 박정아,⑤ 김재윤,(1) 2.4,"(1) 1.2, (3) 1.2",(1-3) 3.8,(1-3) 1.4,(1-3-5) 2.9,-,-,
2015,34,2,09R,③ 이승일,④ 조성인,② 박진서,(3) 1.4,"(3) 1.1, (4) 1.9",(3-4) 3.4,(3-4) 2.8,(2-3-4) 36.0,-,-,
2015,34,2,10R,④ 김대선,⑤ 양원준,③ 김종민,(4) 3.2,"(4) 1.9, (5) 1.5",(4-5) 7.6,(4-5) 4.8,(3-4-5) 3.4,-,-,
2015,34,2,11R,① 이시원,④ 장영태,③ 임태경,(1) 5.3,"(1) 1.7, (4) 1.7",(1-4) 11.4,(1-4) 6.0,(1-3-4) 2.6,-,-,
2015,34,2,12R,③ 심상철,① 김희용,⑥ 손근성,(3) 1.1,"(3) 1.1, (1) 1.3",(3-1) 2.3,(1-3) 1.7,(1-3-6) 2.8,-,-,
2015,34,2,13R,① 길현태,② 이택근,④ 정용진,(1) 1.3,"(1) 1.0, (2) 2.1",(1-2) 3.6,(1-2) 2.9,(1-2-4) 2.5,-,-,
2015,34,2,14R,① 사재준,③ 한 진,② 박준현,(1) 1.2,"(1) 1.1, (3) 1.6",(1-3) 2.1,(1-3) 1.5,(1-2-3) 2.6,-,-,
2015,34,2,15R,② 김민길,③ 김기한,① 이진우,(2) 1.1,"(2) 1.0, (3) 2.7",(2-3) 3.0,(2-3) 2.6,(1-2-3) 6.7,-,-,
2015,34,1,01R,② 임태경,① 한 진,④ 구현구,(2) 2.7,"(2) 1.7, (1) 1.0",(2-1) 5.2,(1-2) 2.0,(1-2-4) 2.8,-,-,
2015,34,1,02R,② 양원준,③ 박준호,⑤ 정용진,(2) 1.1,"(2) 1.0, (3) 1.7",(2-3) 2.7,(2-3) 2.2,(2-3-5) 2.1,-,-,
2015,34,1,03R,③ 김정구,① 박정아,⑥ 조성인,(3) 6.6,"(3) 1.4, (1) 1.2",(3-1) 9.9,(1-3) 2.2,(1-3-6) 7.6,-,-,
2015,34,1,04R,① 이재학,④ 정민수,② 박영수,(1) 2.2,"(1) 1.4, (4) 1.6",(1-4) 4.6,(1-4) 2.8,(1-2-4) 9.8,-,-,
2015,34,1,05R,④ 이창규,② 장영태,⑤ 이승일,(4) 7.9,"(4) 2.6, (2) 1.3",(4-2) 22.1,(2-4) 5.5,(2-4-5) 6.4,-,-,
2015,34,1,06R,③ 문주엽,② 조현귀,⑤ 길현태,(3) 1.3,"(3) 1.1, (2) 10.5",(3-2) 18.7,(2-3) 18.1,(2-3-5) 8.8,-,-,
2015,34,1,07R,① 한성근,④ 손근성,⑥ 심상철,(1) 3.3,"(1) 2.4, (4) 1.3",(1-4) 10.2,(1-4) 5.0,(1-4-6) 2.3,-,-,
2015,34,1,08R,② 김대선,⑤ 한 진,① 최광성,(2) 1.8,"(2) 1.0, (5) 2.6",(2-5) 5.1,(2-5) 3.8,(1-2-5) 3.6,-,-,
2015,34,1,09R,② 오승철,④ 양원준,③ 박상현,(2) 3.3,"(2) 1.5, (4) 1.3",(2-4) 5.7,(2-4) 3.0,(2-3-4) 5.4,-,-,
2015,34,1,10R,① 김종민,④ 김희용,② 김선필,(1) 1.4,"(1) 1.2, (4) 4.0",(1-4) 5.6,(1-4) 5.0,(1-2-4) 9.2,-,-,
2015,34,1,11R,① 정용진,② 권명호,③ 김신오,(1) 1.6,"(1) 1.1, (2) 2.5",(1-2) 4.3,(1-2) 3.2,(1-2-3) 11.2,-,-,
2015,34,1,12R,④ 김민길,⑥ 이창규,⑤ 오재빈,(4) 1.7,"(4) 1.0, (6) 2.7",(4-6) 7.3,(4-6) 7.1,(4-5-6) 37.2,-,-,
2015,34,1,13R,② 이승일,③ 사재준,① 강영길,(2) 2.6,"(2) 1.2, (3) 1.1",(2-3) 2.9,(2-3) 1.4,(1-2-3) 3.0,-,-,
2015,34,1,14R,② 손제민,① 문주엽,③ 기광서,(2) 2.9,"(2) 1.2, (1) 1.1",(2-1) 5.2,(1-2) 1.5,(1-2-3) 4.3,-,-,
2015,34,1,15R,② 심상철,① 박준현,⑥ 김대선,(2) 1.1,"(2) 1.1, (1) 2.3",(2-1) 3.8,(1-2) 3.0,(1-2-6) 3.8,-,-,
2015,33,2,01R,④ 이용세,① 김선웅,② 오승철,(4) 1.8,"(4) 1.2, (1) 1.3",(4-1) 3.3,(1-4) 1.8,(1-2-4) 5.6,-,-,
2015,33,2,02R,③ 류해광,⑥ 김민천,① 박준현,(3) 1.7,"(3) 1.5, (6) 1.2",(3-6) 4.7,(3-6) 2.9,(1-3-6) 5.5,-,-,
2015,33,2,03R,⑥ 김영민,① 김지훈,③ 김선필,(6) 3.4,"(6) 1.4, (1) 1.3",(6-1) 7.4,(1-6) 2.7,(1-3-6) 2.7,-,-,
2015,33,2,04R,④ 여현창,⑤ 손동민,③ 배혜민,(4) 2.0,"(4) 1.5, (5) 1.6",(4-5) 5.3,(4-5) 3.7,(3-4-5) 3.2,-,-,
2015,33,2,05R,⑤ 임태경,⑥ 어선규,② 오재빈,(5) 3.1,([]) 1.0,(5-6) 1.8,(5-6) 1.0,([]-[]-[]) 1.0,-,-,① ③ ④
2015,33,2,06R,① 이시원,② 장수영,③ 김정구,(1) 1.6,"(1) 1.2, (2) 1.9",(1-2) 5.3,(1-2) 3.4,(1-2-3) 2.9,-,-,
2015,33,2,07R,② 김정민,③ 강지환,⑤ 이동준,(2) 1.3,"(2) 1.2, (3) 2.3",(2-3) 4.7,(2-3) 3.7,(2-3-5) 5.3,-,-,
2015,33,2,08R,② 문안나,⑤ 김응선,④ 서화모,(2) 22.4,"(2) 4.2, (5) 5.7",(2-5) 124.0,(2-5) 57.6,(2-4-5) 56.4,-,-,
2015,33,2,09R,⑤ 정민수,③ 김종목,① 김선필,(5) 1.3,"(5) 1.2, (3) 2.7",(5-3) 5.2,(3-5) 4.2,(1-3-5) 4.9,-,-,
2015,33,2,10R,⑤ 김지훈,① 권일혁,② 김재윤,(5) 12.4,"(5) 5.5, (1) 1.4",(5-1) 40.1,(1-5) 15.6,(1-2-5) 37.1,-,-,
2015,33,2,11R,③ 김민천,① 김세원,⑤ 최진혁,(3) 1.3,"(3) 1.2, (1) 2.4",(3-1) 4.4,(1-3) 3.4,(1-3-5) 31.7,-,-,
