연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2013,37,1,11R,① 이택근,④ 김대선,③ 정종훈,(1) 1.7,"(1) 1.5, (4) 1.6",(1-4) 4.9,(1-4) 2.7,(1-3-4) 16.3,-,-,
2013,37,1,12R,④ 어선규,⑥ 이승일,⑤ 김국흠,(4) 3.2,"(4) 1.9, (6) 4.7",(4-6) 18.3,(4-6) 14.3,(4-5-6) 21.9,-,-,
2013,37,1,13R,③ 김종민,⑤ 이태희,⑥ 배혜민,(3) 3.7,"(3) 1.6, (5) 2.5",(3-5) 11.5,(3-5) 8.2,(3-5-6) 19.0,-,-,
2013,37,1,14R,⑥ 길현태,④ 이재학,② 김현철,(6) 11.0,"(6) 7.8, (4) 1.5",(6-4) 47.4,(4-6) 12.3,(2-4-6) 4.7,-,-,
2013,37,1,15R,④ 김효년,⑤ 나병창,⑥ 안지민,(4) 8.6,"(4) 2.7, (5) 3.8",(4-5) 51.4,(4-5) 35.2,(4-5-6) 45.6,-,-,
2013,36,2,01R,① 김현덕,⑥ 윤동오,④ 홍기철,(1) 8.2,"(1) 5.4, (6) 10.2",(1-6) 170.3,(1-6) 85.7,(1-4-6) 79.9,-,-,
2013,36,2,02R,② 이주영,⑤ 이종인,③ 김동민,(2) 3.0,"(2) 1.6, (5) 2.1",(2-5) 10.3,(2-5) 6.6,(2-3-5) 5.2,-,-,
2013,36,2,03R,④ 이택근,⑥ 강지환,② 정용진,(4) 1.7,"(4) 1.3, (6) 3.4",(4-6) 7.0,(4-6) 5.7,(2-4-6) 4.2,-,-,
2013,36,2,04R,① 한 진,③ 권현기,④ 김신오,(1) 1.5,"(1) 1.4, (3) 2.3",(1-3) 4.2,(1-3) 3.5,(1-3-4) 3.1,-,-,
2013,36,2,05R,② 박정아,④ 서지혜,⑥ 곽현성,(2) 1.4,"(2) 1.2, (4) 1.5",(2-4) 3.1,(2-4) 2.3,(2-4-6) 2.1,-,-,
2013,36,2,06R,① 이용세,⑤ 박종덕,② 박진서,(1) 1.4,"(1) 1.2, (5) 2.2",(1-5) 4.4,(1-5) 3.7,(1-2-5) 9.0,-,-,
2013,36,2,07R,① 어선규,⑥ 이종한,③ 이태희,(1) 1.2,"(1) 1.2, (6) 4.3",(1-6) 5.5,(1-6) 4.7,(1-3-6) 4.0,-,-,
2013,36,2,08R,③ 김국흠,① 김태진,④ 이현재,(3) 3.3,"(3) 2.1, (1) 6.2",(3-1) 45.7,(1-3) 31.0,(1-3-4) 73.8,-,-,
2013,36,2,09R,④ 이장호,① 강지환,⑥ 김세원,(4) 3.1,"(4) 1.7, (1) 2.1",(4-1) 8.3,(1-4) 4.2,(1-4-6) 15.7,-,-,
2013,36,2,10R,② 조현귀,⑤ 이승일,⑥ 권일혁,(2) 1.7,([]) 1.0,(2-5) 2.8,(2-5) 1.6,(2-5-6) 3.2,-,-,① ③
2013,36,2,11R,① 심상철,② 윤동오,⑤ 이주영,(1) 1.2,"(1) 1.1, (2) 3.0",(1-2) 3.5,(1-2) 3.2,(1-2-5) 3.6,-,-,
2013,36,2,12R,⑤ 한 진,② 김민길,① 곽현성,(5) 3.0,"(5) 1.6, (2) 1.7",(5-2) 10.1,(2-5) 5.7,(1-2-5) 2.2,-,-,
2013,36,2,13R,④ 손제민,① 김신오,⑤ 임인섭,(4) 2.8,"(4) 1.4, (1) 1.3",(4-1) 5.9,(1-4) 2.6,(1-4-5) 7.2,-,-,
2013,36,2,14R,⑥ 어선규,① 류성원,⑤ 황만주,(6) 2.4,"(6) 1.2, (1) 2.1",(6-1) 5.1,(1-6) 3.3,(1-5-6) 18.7,-,-,
2013,36,2,15R,④ 김민천,② 윤영일,⑤ 김태규,(4) 3.3,"(4) 1.7, (2) 1.1",(4-2) 6.7,(2-4) 2.3,(2-4-5) 3.7,-,-,
2013,36,1,01R,③ 김민길,⑥ 김효년,④ 지현욱,(3) 2.1,"(3) 1.5, (6) 1.6",(3-6) 5.6,(3-6) 3.9,(3-4-6) 12.5,-,-,
2013,36,1,02R,① 손제민,④ 곽현성,② 박종덕,(1) 1.7,"(1) 1.2, (4) 1.3",(1-4) 2.8,(1-4) 1.6,(1-2-4) 2.5,-,-,
2013,36,1,03R,③ 한 진,② 이종인,④ 권일혁,(3) 1.5,"(3) 1.1, (2) 2.1",(3-2) 4.5,(2-3) 3.0,(2-3-4) 5.6,-,-,
2013,36,1,04R,⑤ 김선필,① 김승택,② 김도환,(5) 12.3,"(5) 4.3, (1) 2.9",(5-1) 45.3,(1-5) 16.0,(1-2-5) 37.5,-,-,
2013,36,1,05R,② 홍기철,① 김국흠,③ 한종석,(2) 6.5,"(2) 2.9, (1) 1.3",(2-1) 12.5,(1-2) 5.0,(1-2-3) 5.9,-,-,
2013,36,1,06R,① 이종한,⑤ 박정아,④ 정용진,(1) 14.0,"(1) 5.1, (5) 1.6",(1-5) 25.6,(1-5) 11.0,(1-4-5) 17.5,-,-,
2013,36,1,07R,③ 어선규,④ 김태규,① 신동열,(3) 1.2,"(3) 1.1, (4) 5.5",(3-4) 8.7,(3-4) 7.1,(1-3-4) 7.8,-,-,
2013,36,1,08R,① 이승일,⑤ 김신오,② 박규순,(1) 1.1,"(1) 1.1, (5) 1.4",(1-5) 2.6,(1-5) 2.0,(1-2-5) 3.8,-,-,
2013,36,1,09R,⑤ 서지혜,④ 이종인,③ 이택근,(5) 4.5,"(5) 2.0, (4) 3.6",(5-4) 30.1,(4-5) 14.6,(3-4-5) 4.0,-,-,
2013,36,1,10R,③ 김계영,② 김민천,④ 이주영,(3) 3.9,"(3) 3.0, (2) 1.3",(3-2) 19.6,(2-3) 7.1,(2-3-4) 13.9,-,-,
2013,36,1,11R,② 김효년,③ 강지환,① 김종희,(2) 2.0,"(2) 1.4, (3) 2.0",(2-3) 6.0,(2-3) 4.5,(1-2-3) 3.8,-,-,
2013,36,1,12R,③ 박정아,⑤ 김동민,② 권현기,(3) 2.0,"(3) 1.4, (5) 2.2",(3-5) 4.7,(3-5) 3.7,(2-3-5) 3.2,-,-,
2013,36,1,13R,⑥ 심상철,② 이장호,④ 김승택,(6) 2.2,"(6) 1.4, (2) 1.5",(6-2) 4.9,(2-6) 2.5,(2-4-6) 5.5,-,-,
2013,36,1,14R,① 조현귀,④ 김국흠,⑥ 김명진,(1) 1.9,"(1) 2.0, (4) 1.5",(1-4) 6.7,(1-4) 4.2,(1-4-6) 9.8,-,-,
2013,36,1,15R,① 김선필,② 김영욱,⑤ 신동열,(1) 3.6,"(1) 1.9, (2) 2.0",(1-2) 12.4,(1-2) 7.1,(1-2-5) 22.0,-,-,
2013,35,2,01R,② 정주현,⑤ 안지민,① 정훈민,(2) 1.5,"(2) 1.0, (5) 1.2",(2-5) 2.2,(2-5) 1.6,(1-2-5) 4.3,-,-,
2013,35,2,02R,⑤ 이택근,③ 정민수,④ 지현욱,(5) 6.8,"(5) 2.2, (3) 1.1",(5-3) 17.5,(3-5) 3.7,(3-4-5) 7.2,-,-,
2013,35,2,03R,⑤ 최재원,② 송종해,① 최영재,(5) 3.1,"(5) 2.0, (2) 1.2",(5-2) 8.6,(2-5) 4.0,(1-2-5) 3.2,-,-,
2013,35,2,04R,② 우진수,④ 장수영,⑥ 사재준,(2) 1.8,"(2) 1.2, (4) 1.2",(2-4) 2.7,(2-4) 1.8,(2-4-6) 2.1,-,-,
2013,35,2,05R,⑤ 김민길,④ 박민수,② 유해광,(5) 3.9,"(5) 1.7, (4) 1.8",(5-4) 12.2,(4-5) 5.6,(2-4-5) 10.5,-,-,
2013,35,2,06R,④ 오세준,③ 전정환,⑤ 민영건,(4) 1.2,"(4) 1.1, (3) 5.5",(4-3) 10.8,(3-4) 7.7,(3-4-5) 19.6,-,-,
2013,35,2,07R,③ 정인교,④ 손근성,⑥ 김신오,(3) 6.9,"(3) 2.7, (4) 2.7",(3-4) 34.3,(3-4) 19.3,(3-4-6) 85.1,-,-,
2013,35,2,08R,① 안지민,④ 김현덕,③ 이경원,(1) 1.9,"(1) 1.1, (4) 13.2",(1-4) 61.0,(1-4) 38.5,(1-3-4) 15.8,-,-,
2013,35,2,09R,④ 박영수,⑤ 윤영근,② 김영민,(4) 10.2,"(4) 4.8, (5) 3.0",(4-5) 47.9,(4-5) 25.3,(2-4-5) 61.9,-,-,
2013,35,2,10R,① 손지영,③ 배혜민,⑥ 김현철,(1) 2.3,"(1) 1.3, (3) 1.4",(1-3) 4.0,(1-3) 2.1,(1-3-6) 2.4,-,-,
2013,35,2,11R,⑥ 우진수,② 이택근,① 전두식,(6) 9.3,"(6) 3.6, (2) 1.1",(6-2) 19.2,(2-6) 5.8,(1-2-6) 12.5,-,-,
2013,35,2,12R,④ 여현창,⑥ 김종목,① 박광혁,(4) 3.9,"(4) 2.2, (6) 1.6",(4-6) 14.6,(4-6) 8.0,(1-4-6) 25.1,-,-,
2013,35,2,13R,⑥ 유해광,① 민영건,② 사재준,(6) 21.7,"(6) 6.1, (1) 1.7",(6-1) 68.8,(1-6) 18.7,(1-2-6) 11.1,-,-,
2013,35,2,14R,⑤ 길현태,① 김민길,④ 권오현,(5) 4.5,"(5) 2.1, (1) 1.6",(5-1) 6.8,(1-5) 2.9,(1-4-5) 11.9,-,-,
2013,35,2,15R,② 이재학,⑤ 김희용,① 박민수,(2) 2.4,"(2) 1.5, (5) 15.6",(2-5) 24.8,(2-5) 23.5,(1-2-5) 9.9,-,-,
2013,35,1,01R,① 손근성,② 윤영근,④ 최재원,(1) 5.9,"(1) 2.4, (2) 1.3",(1-2) 12.0,(1-2) 4.9,(1-2-4) 2.4,-,-,
2013,35,1,02R,② 정민수,③ 정주현,⑤ 오세준,(2) 2.4,"(2) 1.4, (3) 1.8",(2-3) 5.7,(2-3) 3.1,(2-3-5) 1.8,-,-,
2013,35,1,03R,① 신승지,④ 송종해,⑥ 박영수,(1) 4.6,"(1) 2.2, (4) 2.5",(1-4) 23.9,(1-4) 13.5,(1-4-6) 25.7,-,-,
2013,35,1,04R,① 김기한,⑥ 유근영,③ 공상희,(1) 6.4,"(1) 1.8, (6) 2.4",(1-6) 32.9,(1-6) 21.2,(1-3-6) 22.8,-,-,
2013,35,1,05R,② 권명호,④ 우진수,① 배혜민,(2) 8.5,"(2) 1.6, (4) 1.6",(2-4) 16.5,(2-4) 8.3,(1-2-4) 2.2,-,-,
2013,35,1,06R,④ 이택근,⑥ 손지영,⑤ 정장훈,(4) 4.5,"(4) 2.2, (6) 2.1",(4-6) 13.7,(4-6) 6.7,(4-5-6) 30.1,-,-,
2013,35,1,07R,④ 최영재,⑤ 이경원,② 문주엽,(4) 9.5,"(4) 2.4, (5) 1.3",(4-5) 18.6,(4-5) 8.4,(2-4-5) 3.6,-,-,
2013,35,1,08R,① 김현철,⑥ 정주현,④ 윤영근,(1) 1.3,"(1) 1.5, (6) 1.8",(1-6) 4.9,(1-6) 3.9,(1-4-6) 3.8,-,-,
2013,35,1,09R,① 김종민,③ 김종목,② 전정환,(1) 2.0,"(1) 1.6, (3) 1.9",(1-3) 4.6,(1-3) 2.7,(1-2-3) 7.2,-,-,
2013,35,1,10R,⑥ 정민수,④ 신승지,② 최재원,(6) 6.3,"(6) 2.0, (4) 2.1",(6-4) 15.1,(4-6) 7.0,(2-4-6) 3.0,-,-,
2013,35,1,11R,① 오세준,④ 김민길,② 원용관,(1) 1.3,"(1) 1.4, (4) 1.6",(1-4) 3.7,(1-4) 2.7,(1-2-4) 8.3,-,-,
2013,35,1,12R,② 경상수,⑤ 배혜민,③ 진석현,(2) 15.6,"(2) 3.2, (5) 1.4",(2-5) 21.8,(2-5) 9.2,(2-3-5) 10.5,-,-,
2013,35,1,13R,② 이경원,⑤ 박민수,⑥ 장수영,(2) 3.4,"(2) 1.5, (5) 2.6",(2-5) 15.3,(2-5) 10.5,(2-5-6) 26.6,-,-,
2013,35,1,14R,③ 손지영,② 강창효,⑥ 문주엽,(3) 1.9,"(3) 1.1, (2) 10.2",(3-2) 34.5,(2-3) 21.6,(2-3-6) 17.9,-,-,
2013,35,1,15R,④ 김현철,① 서화모,⑥ 공상희,(4) 1.5,"(4) 1.2, (1) 1.3",(4-1) 3.0,(1-4) 1.9,(1-4-6) 4.5,-,-,③
2013,34,2,01R,② 강지환,⑥ 김선필,① 고일수,(2) 2.0,"(2) 1.0, (6) 7.7",(2-6) 19.6,(2-6) 17.4,(1-2-6) 9.6,-,-,
2013,34,2,02R,⑥ 이장호,③ 정용진,⑤ 장수영,(6) 55.4,"(6) 9.2, (3) 1.1",(6-3) 79.1,(3-6) 20.4,(3-5-6) 4.2,-,-,
2013,34,2,03R,① 김효년,③ 김대선,④ 이지수,(1) 1.1,"(1) 1.0, (3) 1.4",(1-3) 1.6,(1-3) 1.4,(1-3-4) 5.8,-,-,⑥
2013,34,2,04R,① 김영욱,④ 윤동오,③ 김종민,(1) 2.5,"(1) 1.5, (4) 5.2",(1-4) 12.9,(1-4) 11.5,(1-3-4) 3.9,-,-,
2013,34,2,05R,⑥ 한종석,① 윤영일,④ 나병창,(6) 10.6,"(6) 3.1, (1) 2.4",(6-1) 35.8,(1-6) 12.9,(1-4-6) 8.7,-,-,
2013,34,2,06R,② 이태희,① 권현기,③ 반혜진,(2) 1.7,"(2) 1.0, (1) 5.4",(2-1) 13.4,(1-2) 8.9,(1-2-3) 50.8,-,-,
2013,34,2,07R,⑤ 박정아,⑥ 주은석,④ 강지환,(5) 6.1,"(5) 3.1, (6) 1.6",(5-6) 22.2,(5-6) 10.3,(4-5-6) 10.5,-,-,
2013,34,2,08R,② 김국흠,⑥ 박종덕,① 박규순,(2) 1.4,"(2) 1.0, (6) 3.2",(2-6) 4.3,(2-6) 4.0,(1-2-6) 5.7,-,-,
2013,34,2,09R,③ 김태규,④ 손동민,② 한 진,(3) 11.2,"(3) 2.9, (4) 1.6",(3-4) 28.2,(3-4) 10.6,(2-3-4) 11.1,-,-,
2013,34,2,10R,① 김재윤,② 김창규,③ 심상철,(1) 10.6,"(1) 7.1, (2) 1.3",(1-2) 43.1,(1-2) 15.2,(1-2-3) 13.0,-,-,
2013,34,2,11R,③ 조성인,⑥ 손지영,④ 류성원,(3) 4.1,"(3) 2.4, (6) 2.1",(3-6) 15.3,(3-6) 9.5,(3-4-6) 9.9,-,-,
2013,34,2,12R,① 주은석,④ 정종훈,⑤ 김종민,(1) 1.6,"(1) 1.0, (4) 2.5",(1-4) 6.8,(1-4) 5.1,(1-4-5) 4.4,-,-,
2013,34,2,13R,② 박정아,① 이장호,⑥ 이태희,(2) 4.5,"(2) 1.5, (1) 2.7",(2-1) 12.4,(1-2) 6.8,(1-2-6) 3.5,-,-,
2013,34,2,14R,⑤ 김효년,③ 김계영,② 나병창,(5) 1.6,"(5) 1.3, (3) 1.2",(5-3) 3.9,(3-5) 2.8,(2-3-5) 1.7,-,-,
2013,34,2,15R,⑤ 김국흠,④ 권현기,① 한종석,(5) 3.0,"(5) 1.5, (4) 4.2",(5-4) 23.1,(4-5) 15.9,(1-4-5) 8.8,-,-,
2013,34,1,01R,① 박정아,⑤ 윤영일,③ 한 진,(1) 2.9,([]) 1.0,(1-5) 7.0,(1-5) 5.7,(1-3-5) 1.1,-,-,④ ⑥
2013,34,1,02R,⑤ 이용세,② 길현태,③ 주은석,(5) 3.9,"(5) 1.2, (2) 2.6",(5-2) 14.1,(2-5) 8.7,(2-3-5) 2.2,-,-,
2013,34,1,03R,① 류성원,④ 이장호,⑥ 나병창,(1) 2.4,"(1) 1.5, (4) 9.0",(1-4) 31.0,(1-4) 22.8,(1-4-6) 14.5,-,-,
2013,34,1,04R,③ 권일혁,⑥ 김영욱,④ 고일수,(3) 14.0,"(3) 2.5, (6) 2.8",(3-6) 50.5,(3-6) 24.2,(3-4-6) 21.9,-,-,
2013,34,1,05R,① 김세원,④ 김창규,② 곽현성,(1) 7.5,"(1) 1.5, (4) 1.4",(1-4) 14.2,(1-4) 5.0,(1-2-4) 2.1,-,-,
2013,34,1,06R,① 손동민,③ 황만주,⑥ 이승일,(1) 1.8,"(1) 1.2, (3) 2.2",(1-3) 5.0,(1-3) 3.8,(1-3-6) 5.0,-,-,
2013,34,1,07R,④ 손지영,⑥ 박정아,② 김종민,(4) 2.6,"(4) 1.5, (6) 4.8",(4-6) 13.7,(4-6) 8.8,(2-4-6) 2.8,-,-,
2013,34,1,08R,① 이재학,③ 윤영일,⑤ 강지환,(1) 1.2,"(1) 1.2, (3) 2.0",(1-3) 5.5,(1-3) 4.6,(1-3-5) 3.7,-,-,
2013,34,1,09R,③ 장수영,⑤ 김대선,⑥ 최광성,(3) 1.8,"(3) 1.3, (5) 1.9",(3-5) 5.2,(3-5) 3.3,(3-5-6) 4.1,-,-,
2013,34,1,10R,④ 한종석,⑥ 김계영,③ 유석현,(4) 8.4,"(4) 2.0, (6) 2.4",(4-6) 22.4,(4-6) 11.9,(3-4-6) 42.2,-,-,
2013,34,1,11R,① 정종훈,③ 김효년,⑥ 한 진,(1) 7.6,"(1) 2.4, (3) 1.5",(1-3) 15.2,(1-3) 4.0,(1-3-6) 4.8,-,-,
2013,34,1,12R,③ 이태희,① 김태규,⑥ 황만주,(3) 1.7,"(3) 1.3, (1) 2.2",(3-1) 4.9,(1-3) 3.1,(1-3-6) 8.1,-,-,
2013,34,1,13R,① 김창규,④ 김국흠,② 강영길,(1) 2.2,"(1) 1.6, (4) 1.4",(1-4) 4.0,(1-4) 2.1,(1-2-4) 13.9,-,-,
2013,34,1,14R,④ 김세원,② 이승일,① 김승택,(4) 4.0,"(4) 1.5, (2) 1.2",(4-2) 7.9,(2-4) 2.7,(1-2-4) 9.0,-,-,
2013,34,1,15R,④ 곽현성,① 김계영,⑥ 이종인,(4) 2.7,"(4) 1.8, (1) 1.2",(4-1) 4.8,(1-4) 2.1,(1-4-6) 8.9,-,-,
2013,33,2,01R,③ 손동민,⑤ 김현철,④ 김도환,(3) 1.6,"(3) 1.4, (5) 1.1",(3-5) 3.3,(3-5) 1.9,(3-4-5) 2.9,-,-,
2013,33,2,02R,⑥ 안지민,① 김동경,② 손제민,(6) 1.5,"(6) 1.2, (1) 4.1",(6-1) 6.5,(1-6) 4.7,(1-2-6) 5.5,-,-,
2013,33,2,03R,① 강창효,③ 정인교,⑥ 서화모,(1) 2.2,"(1) 1.5, (3) 1.6",(1-3) 6.3,(1-3) 3.1,(1-3-6) 3.2,-,-,
2013,33,2,04R,② 신승지,③ 구본협,① 우진수,(2) 4.0,"(2) 1.8, (3) 6.9",(2-3) 51.2,(2-3) 35.3,(1-2-3) 17.7,-,-,
2013,33,2,05R,⑥ 배혜민,② 임태경,① 이경원,(6) 1.2,"(6) 1.2, (2) 3.4",(6-2) 5.8,(2-6) 4.5,(1-2-6) 8.9,-,-,⑤
2013,33,2,06R,② 정주현,① 황이태,③ 홍기철,(2) 1.3,"(2) 1.0, (1) 1.8",(2-1) 4.4,(1-2) 3.4,(1-2-3) 6.0,-,-,
2013,33,2,07R,③ 송종해,① 유해광,④ 사재준,(3) 3.3,"(3) 2.7, (1) 1.5",(3-1) 8.2,(1-3) 3.9,(1-3-4) 4.1,-,-,
2013,33,2,08R,② 여현창,⑥ 손동민,③ 김기한,(2) 1.3,"(2) 1.2, (6) 2.2",(2-6) 4.3,(2-6) 3.5,(2-3-6) 2.9,-,-,
2013,33,2,09R,⑤ 최재원,④ 경상수,⑥ 손근성,(5) 2.9,"(5) 1.4, (4) 3.4",(5-4) 15.4,(4-5) 9.4,(4-5-6) 19.8,-,-,
2013,33,2,10R,① 김민천,③ 정민수,② 어선규,(1) 1.8,"(1) 1.3, (3) 1.3",(1-3) 3.3,(1-3) 1.9,(1-2-3) 4.7,-,-,
2013,33,2,11R,③ 김영민,② 유근영,① 권명호,(3) 3.3,([]) 1.0,(3-2) 9.0,(2-3) 5.1,(1-2-3) 1.0,-,-,④ ⑥
2013,33,2,12R,① 김현철,② 김희용,⑤ 이흥우,(1) 1.2,"(1) 1.1, (2) 2.2",(1-2) 3.4,(1-2) 2.5,(1-2-5) 6.7,-,-,
2013,33,2,13R,② 서화모,④ 김종목,⑤ 이주영,(2) 2.3,"(2) 1.3, (4) 1.4",(2-4) 4.7,(2-4) 2.8,(2-4-5) 7.7,-,-,
2013,33,2,14R,④ 신승지,② 배혜민,⑤ 정주현,(4) 7.4,"(4) 2.8, (2) 1.2",(4-2) 18.5,(2-4) 4.3,(2-4-5) 2.4,-,-,
2013,33,2,15R,① 최재원,③ 이승일,⑤ 홍기철,(1) 2.0,"(1) 1.0, (3) 1.4",(1-3) 2.7,(1-3) 1.8,(1-3-5) 4.8,-,-,
2013,33,1,01R,③ 김민천,① 문주엽,⑥ 송종해,(3) 2.4,"(3) 1.3, (1) 4.0",(3-1) 12.7,(1-3) 7.9,(1-3-6) 14.8,-,-,
2013,33,1,02R,⑤ 박영수,② 이주영,③ 김현철,(5) 4.3,"(5) 1.4, (2) 3.7",(5-2) 28.0,(2-5) 17.8,(2-3-5) 3.6,-,-,
2013,33,1,03R,④ 배혜민,① 김종목,③ 손제민,(4) 1.5,"(4) 1.1, (1) 1.4",(4-1) 2.5,(1-4) 1.7,(1-3-4) 3.0,-,-,
2013,33,1,04R,④ 이동준,③ 강창효,⑥ 사재준,(4) 2.3,"(4) 1.5, (3) 1.8",(4-3) 8.5,(3-4) 4.5,(3-4-6) 7.1,-,-,
2013,33,1,05R,① 안지민,② 전두식,⑥ 권오현,(1) 1.2,"(1) 1.0, (2) 2.1",(1-2) 3.1,(1-2) 2.5,(1-2-6) 5.9,-,-,
2013,33,1,06R,③ 서화모,-,-,(3) 2.2,(3) 2.4,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,-,-,
2013,33,1,07R,② 김기한,⑥ 오세준,④ 김현덕,(2) 3.2,"(2) 1.5, (6) 4.4",(2-6) 28.5,(2-6) 17.2,(2-4-6) 43.7,-,-,③
2013,33,1,08R,② 손동민,⑥ 권명호,⑤ 문주엽,(2) 3.0,"(2) 1.3, (6) 6.7",(2-6) 22.1,(2-6) 15.7,(2-5-6) 25.9,-,-,
2013,33,1,09R,⑤ 정민수,① 송종해,④ 이주영,(5) 1.9,"(5) 1.2, (1) 2.1",(5-1) 5.3,(1-5) 3.6,(1-4-5) 6.1,-,-,
2013,33,1,10R,② 이종우,⑥ 김민천,⑤ 윤영근,(2) 4.2,"(2) 2.2, (6) 1.6",(2-6) 9.5,(2-6) 5.0,(2-5-6) 3.6,-,-,
2013,33,1,11R,③ 민영건,② 류성원,⑥ 김동경,(3) 9.8,"(3) 2.5, (2) 2.6",(3-2) 43.4,(2-3) 13.1,(2-3-6) 93.1,-,-,
2013,33,1,12R,⑤ 김종목,② 이동준,④ 유근영,(5) 5.7,"(5) 1.9, (2) 1.0",(5-2) 7.7,(2-5) 1.8,(2-4-5) 8.5,-,-,
2013,33,1,13R,④ 정주현,② 이승일,⑥ 전두식,(4) 3.6,"(4) 1.3, (2) 1.8",(4-2) 9.7,(2-4) 4.5,(2-4-6) 7.5,-,-,
2013,33,1,14R,③ 여현창,⑤ 이미나,① 김도환,(3) 1.8,"(3) 1.2, (5) 3.1",(3-5) 6.0,(3-5) 5.3,(1-3-5) 5.5,-,-,
2013,33,1,15R,④ 안지민,① 정민수,③ 권명호,(4) 1.9,"(4) 1.2, (1) 1.2",(4-1) 2.7,(1-4) 1.5,(1-3-4) 1.9,-,-,
2013,32,2,01R,③ 박석문,① 사재준,⑤ 정용진,(3) 3.5,"(3) 1.5, (1) 1.3",(3-1) 9.5,(1-3) 2.7,(1-3-5) 5.0,-,-,
2013,32,2,02R,② 주은석,⑥ 고일수,⑤ 서화모,(2) 1.7,"(2) 1.3, (6) 17.2",(2-6) 30.0,(2-6) 23.3,(2-5-6) 17.7,-,-,
2013,32,2,03R,① 곽현성,② 이동준,⑤ 박재경,(1) 1.6,"(1) 1.3, (2) 1.8",(1-2) 4.4,(1-2) 2.8,(1-2-5) 6.3,-,-,
2013,32,2,04R,① 정주현,② 공상희,⑥ 김세원,(1) 3.4,"(1) 1.9, (2) 2.9",(1-2) 19.8,(1-2) 12.3,(1-2-6) 30.8,-,-,
2013,32,2,05R,⑤ 이응석,⑥ 이용세,② 문주엽,(5) 7.6,"(5) 2.3, (6) 4.1",(5-6) 31.8,(5-6) 17.7,(2-5-6) 13.5,-,-,
2013,32,2,06R,④ 윤영일,② 김계영,⑤ 김영욱,(4) 8.3,"(4) 3.2, (2) 1.1",(4-2) 20.2,(2-4) 8.0,(2-4-5) 38.6,-,-,
2013,32,2,07R,⑤ 김민천,① 이주영,② 서지혜,(5) 1.9,"(5) 1.2, (1) 1.4",(5-1) 3.4,(1-5) 1.8,(1-2-5) 7.8,-,-,
2013,32,2,08R,⑥ 임태경,① 장수영,⑤ 유해광,(6) 6.7,"(6) 2.6, (1) 1.2",(6-1) 13.4,(1-6) 4.2,(1-5-6) 5.6,-,-,
2013,32,2,09R,④ 여현창,① 최영재,⑤ 김재윤,(4) 1.6,"(4) 1.3, (1) 1.9",(4-1) 5.0,(1-4) 3.4,(1-4-5) 15.2,-,-,
2013,32,2,10R,④ 정민수,① 심상철,② 김종목,(4) 10.1,"(4) 1.9, (1) 1.0",(4-1) 12.8,(1-4) 2.8,(1-2-4) 6.8,-,-,
2013,32,2,11R,④ 정주현,③ 서화모,① 박재경,(4) 5.8,"(4) 2.8, (3) 1.7",(4-3) 24.1,(3-4) 8.7,(1-3-4) 12.2,-,-,
2013,32,2,12R,① 이응석,⑤ 최광성,③ 손지영,(1) 2.4,"(1) 1.5, (5) 4.1",(1-5) 17.8,(1-5) 10.6,(1-3-5) 7.6,-,-,
2013,32,2,13R,④ 주은석,① 김민천,② 신동길,(4) 4.3,"(4) 2.2, (1) 1.3",(4-1) 8.2,(1-4) 2.4,(1-2-4) 3.4,-,-,
2013,32,2,14R,③ 김국흠,④ 이태희,② 배혜민,(3) 11.8,"(3) 4.3, (4) 2.2",(3-4) 37.7,(3-4) 16.6,(2-3-4) 19.5,-,-,
2013,32,2,15R,① 여현창,④ 심상철,⑤ 김계영,(1) 2.4,"(1) 1.1, (4) 1.5",(1-4) 3.8,(1-4) 2.2,(1-4-5) 3.8,-,-,
2013,32,1,01R,① 김동민,⑤ 구현구,⑥ 이주영,(1) 1.6,"(1) 1.5, (5) 1.6",(1-5) 4.1,(1-5) 2.6,(1-5-6) 5.0,-,-,
2013,32,1,02R,① 박석문,⑥ 우진수,③ 장수영,(1) 5.7,"(1) 2.1, (6) 1.9",(1-6) 20.2,(1-6) 11.7,(1-3-6) 3.4,-,-,
2013,32,1,03R,① 이재학,③ 박민수,⑥ 김민천,(1) 1.4,"(1) 1.1, (3) 5.5",(1-3) 14.5,(1-3) 12.7,(1-3-6) 6.5,-,-,
2013,32,1,04R,① 서화모,② 경상수,⑤ 김종민,(1) 2.5,"(1) 1.5, (2) 1.7",(1-2) 10.4,(1-2) 5.9,(1-2-5) 3.2,-,-,
2013,32,1,05R,⑤ 배혜민,⑥ 손지영,③ 권명호,(5) 8.8,"(5) 3.1, (6) 2.2",(5-6) 26.5,(5-6) 12.5,(3-5-6) 10.8,-,-,
2013,32,1,06R,⑥ 길현태,② 최광성,① 이미나,(6) 3.9,"(6) 1.5, (2) 1.7",(6-2) 9.1,(2-6) 4.6,(1-2-6) 9.2,-,-,
2013,32,1,07R,① 이승일,④ 사재준,③ 임태경,(1) 1.4,"(1) 1.3, (4) 1.6",(1-4) 4.3,(1-4) 3.4,(1-3-4) 10.3,-,-,
2013,32,1,08R,⑥ 김국흠,⑤ 주은석,④ 박재경,(6) 5.7,"(6) 2.3, (5) 1.5",(6-5) 17.4,(5-6) 5.1,(4-5-6) 11.4,-,-,
