연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2014,42,1,13R,① 박정아,④ 최광성,⑤ 박진서,(1) 1.8,"(1) 1.4, (4) 4.5",(1-4) 16.3,(1-4) 11.9,(1-4-5) 51.7,-,-,
2014,42,1,14R,⑤ 김효년,② 길현태,③ 이주영,(5) 2.8,"(5) 1.7, (2) 1.3",(5-2) 5.4,(2-5) 1.8,(2-3-5) 4.9,-,-,
2014,42,1,15R,③ 어선규,① 이용세,② 김태용,(3) 1.2,"(3) 1.2, (1) 1.3",(3-1) 1.9,(1-3) 1.5,(1-2-3) 13.9,-,-,
2014,41,2,01R,① 심상철,③ 박정아,④ 손근성,(1) 1.2,"(1) 1.2, (3) 1.0",(1-3) 1.8,(1-3) 1.4,(1-3-4) 1.5,-,-,
2014,41,2,02R,① 김현덕,③ 김민준,⑤ 김도휘,(1) 1.6,"(1) 1.1, (3) 2.1",(1-3) 5.6,(1-3) 4.0,(1-3-5) 11.2,-,-,
2014,41,2,03R,① 한종석,② 장영태,⑥ 박설희,(1) 2.0,"(1) 1.3, (2) 1.0",(1-2) 3.3,(1-2) 1.4,(1-2-6) 3.3,-,-,
2014,41,2,04R,③ 김응선,① 한성근,④ 손동민,(3) 9.2,"(3) 2.9, (1) 1.0",(3-1) 29.8,(1-3) 8.7,(1-3-4) 5.7,-,-,
2014,41,2,05R,③ 김경민,④ 정인교,② 문주엽,(3) 10.2,"(3) 3.4, (4) 2.2",(3-4) 18.7,(3-4) 9.4,(2-3-4) 5.4,-,-,
2014,41,2,06R,① 이재학,② 김정민,⑤ 김보혜,(1) 1.1,"(1) 1.1, (2) 1.8",(1-2) 1.9,(1-2) 1.5,(1-2-5) 13.9,-,-,
2014,41,2,07R,② 황만주,④ 박석문,⑥ 심상철,(2) 11.5,"(2) 3.7, (4) 1.5",(2-4) 19.6,(2-4) 9.7,(2-4-6) 5.4,-,-,
2014,41,2,08R,① 황이태,⑤ 이응석,③ 고일수,(1) 1.6,"(1) 1.1, (5) 1.9",(1-5) 5.6,(1-5) 3.5,(1-3-5) 1.8,-,-,
2014,41,2,09R,⑤ 한 진,① 지현욱,③ 김태규,(5) 2.1,"(5) 1.5, (1) 1.6",(5-1) 5.4,(1-5) 2.4,(1-3-5) 2.1,-,-,
2014,41,2,10R,③ 길현태,① 이주영,② 최재원,(3) 1.5,"(3) 1.2, (1) 2.4",(3-1) 5.4,(1-3) 4.4,(1-2-3) 4.2,-,-,
2014,41,2,11R,① 사재준,⑥ 권명호,⑤ 김현덕,(1) 2.2,"(1) 1.2, (6) 3.3",(1-6) 9.4,(1-6) 6.9,(1-5-6) 8.7,-,-,④
2014,41,2,12R,② 정인교,④ 진석현,③ 김도환,(2) 2.7,"(2) 1.5, (4) 1.6",(2-4) 7.9,(2-4) 3.9,(2-3-4) 22.8,-,-,
2014,41,2,13R,① 기광서,② 이경원,⑥ 이창규,(1) 2.3,"(1) 2.0, (2) 1.3",(1-2) 9.4,(1-2) 4.6,(1-2-6) 11.0,-,-,
2014,41,2,14R,② 이응석,④ 임정택,⑤ 이용세,(2) 1.2,"(2) 1.0, (4) 12.7",(2-4) 17.9,(2-4) 15.5,(2-4-5) 11.1,-,-,
2014,41,2,15R,② 한 진,③ 신동길,⑤ 이동준,(2) 1.2,"(2) 1.0, (3) 1.5",(2-3) 1.8,(2-3) 1.6,(2-3-5) 1.9,-,-,
2014,41,1,01R,① 진석현,③ 이창규,④ 김태용,(1) 1.7,"(1) 1.2, (3) 1.2",(1-3) 2.1,(1-3) 1.4,(1-3-4) 6.3,-,-,
2014,41,1,02R,① 정인교,⑥ 김세원,③ 주은석,(1) 3.0,"(1) 1.6, (6) 4.5",(1-6) 30.1,(1-6) 18.3,(1-3-6) 5.9,-,-,
2014,41,1,03R,③ 심상철,① 김도휘,④ 한 운,(3) 1.2,"(3) 1.2, (1) 1.6",(3-1) 6.2,(1-3) 4.0,(1-3-4) 9.3,-,-,
2014,41,1,04R,④ 지현욱,② 이용세,③ 전정환,(4) 4.0,"(4) 1.3, (2) 1.4",(4-2) 8.7,(2-4) 3.3,(2-3-4) 5.9,-,-,
2014,41,1,05R,① 길현태,⑥ 김태규,③ 황만주,(1) 1.2,"(1) 1.0, (6) 6.6",(1-6) 8.1,(1-6) 7.0,(1-3-6) 9.1,-,-,
2014,41,1,06R,③ 이재학,⑥ 장영태,② 이동준,(3) 2.6,"(3) 2.1, (6) 1.3",(3-6) 8.3,(3-6) 5.4,(2-3-6) 1.9,-,-,
2014,41,1,07R,⑤ 박정아,④ 최진혁,① 김창규,(5) 3.8,"(5) 1.7, (4) 7.5",(5-4) 32.2,(4-5) 16.3,(1-4-5) 12.2,-,-,⑥
2014,41,1,08R,③ 정훈민,⑥ 박석문,② 신동길,(3) 4.8,"(3) 2.3, (6) 3.8",(3-6) 31.9,(3-6) 18.7,(2-3-6) 13.2,-,-,
2014,41,1,09R,① 김명진,⑤ 손동민,② 김세원,(1) 4.3,"(1) 2.5, (5) 1.6",(1-5) 24.4,(1-5) 13.0,(1-2-5) 17.6,-,-,
2014,41,1,10R,② 고일수,④ 한 진,⑤ 박영수,(2) 2.7,"(2) 1.6, (4) 1.1",(2-4) 4.3,(2-4) 1.6,(2-4-5) 7.0,-,-,
2014,41,1,11R,② 강지환,⑥ 이용세,③ 박설희,(2) 3.4,"(2) 2.7, (6) 6.4",(2-6) 35.5,(2-6) 24.4,(2-3-6) 16.4,-,-,
2014,41,1,12R,② 손근성,⑤ 길현태,③ 이종인,(2) 1.9,"(2) 1.0, (5) 2.0",(2-5) 3.2,(2-5) 1.9,(2-3-5) 2.5,-,-,⑥
2014,41,1,13R,② 박정아,① 김민준,④ 권명호,(2) 1.6,"(2) 1.2, (1) 2.5",(2-1) 7.0,(1-2) 4.5,(1-2-4) 3.2,-,-,
2014,41,1,14R,① 최재원,③ 장영태,⑥ 김정민,(1) 4.4,"(1) 1.9, (3) 1.2",(1-3) 5.7,(1-3) 2.2,(1-3-6) 7.5,-,-,
2014,41,1,15R,① 손동민,② 박석문,⑥ 황이태,(1) 2.0,"(1) 1.1, (2) 1.2",(1-2) 2.3,(1-2) 1.4,(1-2-6) 1.5,-,-,④
2014,40,2,01R,② 길현태,④ 임태경,① 김계영,(2) 3.0,"(2) 1.2, (4) 1.9",(2-4) 5.8,(2-4) 3.2,(1-2-4) 2.2,-,-,
2014,40,2,02R,① 박성민,② 조성인,④ 이진우,(1) 2.4,"(1) 1.5, (2) 1.4",(1-2) 5.8,(1-2) 3.0,(1-2-4) 17.9,-,-,
2014,40,2,03R,① 김경민,② 정주현,⑤ 김동민,(1) 2.1,"(1) 1.6, (2) 1.3",(1-2) 6.1,(1-2) 2.6,(1-2-5) 14.0,-,-,
2014,40,2,04R,④ 심상철,③ 김정민,⑥ 임정택,(4) 2.7,"(4) 1.2, (3) 3.3",(4-3) 15.8,(3-4) 9.6,(3-4-6) 74.5,-,-,
2014,40,2,05R,④ 나병창,⑥ 이상문,① 김완석,(4) 3.3,"(4) 1.6, (6) 22.2",(4-6) 41.7,(4-6) 25.5,(1-4-6) 10.1,-,-,②
2014,40,2,06R,④ 최영재,② 손제민,① 김영욱,(4) 2.5,"(4) 1.1, (2) 1.3",(4-2) 4.9,(2-4) 2.0,(1-2-4) 3.1,-,-,
2014,40,2,07R,② 김태규,④ 신동열,⑥ 반혜진,(2) 2.0,"(2) 1.5, (4) 1.4",(2-4) 5.9,(2-4) 3.4,(2-4-6) 5.2,-,-,①
2014,40,2,08R,⑤ 장수영,① 오재빈,④ 김영민,(5) 3.0,"(5) 1.4, (1) 6.2",(5-1) 20.0,(1-5) 10.4,(1-4-5) 14.5,-,-,
2014,40,2,09R,② 주은석,④ 홍기철,⑤ 김종목,(2) 2.5,"(2) 2.3, (4) 1.8",(2-4) 10.5,(2-4) 6.6,(2-4-5) 7.1,-,-,
2014,40,2,10R,③ 손근성,① 김국흠,④ 강창효,(3) 2.2,"(3) 1.4, (1) 1.2",(3-1) 4.4,(1-3) 1.8,(1-3-4) 2.2,-,-,
2014,40,2,11R,② 김기한,① 서 휘,⑤ 김완석,(2) 10.4,"(2) 3.8, (1) 1.5",(2-1) 26.0,(1-2) 8.5,(1-2-5) 14.1,-,-,
2014,40,2,12R,④ 길현태,③ 구본수,① 김선웅,(4) 2.0,"(4) 1.4, (3) 1.5",(4-3) 8.4,(3-4) 4.1,(1-3-4) 14.1,-,-,
2014,40,2,13R,② 심상철,⑥ 나병창,③ 최광성,(2) 1.4,"(2) 1.3, (6) 2.2",(2-6) 4.7,(2-6) 3.5,(2-3-6) 4.4,-,-,
2014,40,2,14R,③ 김효년,⑤ 손지영,① 김신오,(3) 4.3,"(3) 2.0, (5) 2.9",(3-5) 12.0,(3-5) 9.1,(1-3-5) 3.9,-,-,④
2014,40,2,15R,② 최영재,④ 서화모,⑤ 한성근,(2) 2.0,"(2) 1.4, (4) 1.2",(2-4) 2.5,(2-4) 1.6,(2-4-5) 3.6,-,-,
2014,40,1,01R,② 서화모,⑥ 김경민,⑤ 손근성,(2) 1.2,"(2) 1.0, (6) 6.9",(2-6) 29.5,(2-6) 25.0,(2-5-6) 15.0,-,-,
2014,40,1,02R,⑤ 곽현성,④ 김대선,② 김창규,(5) 6.2,"(5) 2.0, (4) 2.1",(5-4) 23.4,(4-5) 9.4,(2-4-5) 4.1,-,-,
2014,40,1,03R,③ 김완석,② 이승일,① 원용관,(3) 5.4,"(3) 1.9, (2) 1.0",(3-2) 12.1,(2-3) 2.9,(1-2-3) 13.6,-,-,
2014,40,1,04R,④ 문안나,③ 경상수,① 정민수,(4) 6.1,"(4) 1.7, (3) 1.3",(4-3) 25.6,(3-4) 5.5,(1-3-4) 7.7,-,-,
2014,40,1,05R,⑥ 박성민,① 김효년,② 유석현,(6) 23.9,"(6) 14.7, (1) 1.5",(6-1) 100.0,(1-6) 40.4,(1-2-6) 45.8,-,-,
2014,40,1,06R,⑥ 주은석,③ 김신오,⑤ 김정민,(6) 20.8,"(6) 7.8, (3) 2.2",(6-3) 92.9,(3-6) 30.1,(3-5-6) 42.5,-,-,
2014,40,1,07R,② 박상현,③ 김민준,④ 여현창,(2) 3.6,"(2) 2.0, (3) 1.2",(2-3) 9.3,(2-3) 4.8,(2-3-4) 6.1,-,-,
2014,40,1,08R,① 임태경,③ 홍기철,② 정재용,(1) 1.8,"(1) 1.3, (3) 1.7",(1-3) 3.5,(1-3) 2.7,(1-2-3) 8.9,-,-,
2014,40,1,09R,② 손지영,③ 한성근,① 김재윤,(2) 1.6,"(2) 1.0, (3) 3.6",(2-3) 6.6,(2-3) 5.0,(1-2-3) 10.4,-,-,
2014,40,1,10R,① 김종민,② 박재경,⑥ 박진서,(1) 1.2,"(1) 1.0, (2) 6.7",(1-2) 7.3,(1-2) 6.8,(1-2-6) 39.0,-,-,
2014,40,1,11R,④ 손제민,③ 김경민,⑥ 길현태,(4) 4.9,"(4) 1.8, (3) 4.9",(4-3) 32.6,(3-4) 22.8,(3-4-6) 30.8,-,-,
2014,40,1,12R,① 반혜진,② 장수영,⑤ 서화모,(1) 6.0,"(1) 2.5, (2) 1.3",(1-2) 18.6,(1-2) 6.0,(1-2-5) 3.7,-,-,
2014,40,1,13R,③ 심상철,④ 김창규,① 강창효,(3) 2.1,"(3) 1.4, (4) 1.3",(3-4) 4.9,(3-4) 3.8,(1-3-4) 2.2,-,-,
2014,40,1,14R,① 손근성,③ 최영재,⑤ 신동열,(1) 2.2,"(1) 1.1, (3) 1.2",(1-3) 2.9,(1-3) 1.7,(1-3-5) 3.4,-,-,
2014,40,1,15R,③ 김강현,① 김정민,④ 손지영,(3) 15.2,"(3) 4.1, (1) 1.2",(3-1) 49.2,(1-3) 18.2,(1-3-4) 8.8,-,-,
2014,39,2,01R,⑤ 김동경,④ 문주엽,① 박재경,(5) 16.9,"(5) 7.4, (4) 1.1",(5-4) 60.3,(4-5) 12.0,(1-4-5) 4.9,-,-,
2014,39,2,02R,② 김도휘,④ 서 휘,① 박성민,(2) 13.9,"(2) 3.8, (4) 2.1",(2-4) 38.5,(2-4) 16.2,(1-2-4) 5.6,-,-,
2014,39,2,03R,② 정인교,③ 김현철,⑥ 박정아,(2) 3.1,"(2) 1.6, (3) 1.1",(2-3) 4.2,(2-3) 1.9,(2-3-6) 8.1,-,-,
2014,39,2,04R,④ 권명호,⑤ 사재준,② 최영재,(4) 3.7,"(4) 2.0, (5) 1.5",(4-5) 10.4,(4-5) 7.1,(2-4-5) 6.9,-,-,
2014,39,2,05R,① 김세원,④ 신동길,② 진석현,(1) 1.6,"(1) 1.1, (4) 2.0",(1-4) 6.8,(1-4) 4.6,(1-2-4) 4.5,-,-,
2014,39,2,06R,① 어선규,⑤ 정용진,② 이창규,(1) 1.2,"(1) 1.0, (5) 2.4",(1-5) 6.7,(1-5) 5.3,(1-2-5) 3.8,-,-,
2014,39,2,07R,④ 전정환,① 이응석,⑤ 이지수,(4) 13.1,"(4) 2.6, (1) 1.3",(4-1) 21.0,(1-4) 5.1,(1-4-5) 9.4,-,-,
2014,39,2,08R,③ 김종민,① 박준호,② 김승택,(3) 1.9,"(3) 1.0, (1) 1.5",(3-1) 3.1,(1-3) 1.5,(1-2-3) 5.2,-,-,
2014,39,2,09R,④ 이태희,② 김동민,⑤ 박석문,(4) 2.6,"(4) 1.5, (2) 1.2",(4-2) 5.8,(2-4) 2.3,(2-4-5) 2.7,-,-,
2014,39,2,10R,① 이종인,④ 장영태,② 박정아,(1) 3.3,"(1) 1.5, (4) 1.2",(1-4) 6.9,(1-4) 2.5,(1-2-4) 2.7,-,-,
2014,39,2,11R,① 정훈민,② 김민천,④ 이용세,(1) 5.9,"(1) 2.4, (2) 1.3",(1-2) 11.2,(1-2) 3.3,(1-2-4) 4.3,-,-,
2014,39,2,12R,① 정용진,④ 이택근,⑥ 이창규,(1) 1.4,"(1) 1.1, (4) 2.8",(1-4) 6.7,(1-4) 5.5,(1-4-6) 8.7,-,-,②
2014,39,2,13R,① 사재준,③ 이경원,④ 최재원,(1) 1.5,"(1) 1.0, (3) 3.0",(1-3) 6.3,(1-3) 4.9,(1-3-4) 10.7,-,-,
2014,39,2,14R,① 박종덕,④ 어선규,③ 박설희,(1) 3.9,"(1) 1.6, (4) 1.6",(1-4) 7.7,(1-4) 2.9,(1-3-4) 7.3,-,-,
2014,39,2,15R,① 박석문,③ 손동민,② 김현덕,(1) 2.7,"(1) 1.3, (3) 1.7",(1-3) 4.8,(1-3) 3.3,(1-2-3) 16.6,-,-,
2014,39,1,01R,① 최재원,⑥ 박설희,③ 배혜민,(1) 5.7,"(1) 1.8, (6) 8.9",(1-6) 59.4,(1-6) 36.9,(1-3-6) 14.0,-,-,
2014,39,1,02R,③ 이창규,④ 사재준,② 한 진,(3) 7.2,"(3) 1.8, (4) 1.4",(3-4) 9.2,(3-4) 4.1,(2-3-4) 3.3,-,-,
2014,39,1,03R,⑥ 손동민,② 이경섭,③ 정용진,(6) 17.4,"(6) 3.0, (2) 2.4",(6-2) 67.5,(2-6) 24.6,(2-3-6) 22.9,-,-,
2014,39,1,04R,③ 권명호,① 신동길,⑥ 서 휘,(3) 2.9,"(3) 2.1, (1) 1.4",(3-1) 6.1,(1-3) 2.5,(1-3-6) 14.3,-,-,
2014,39,1,05R,⑤ 김현철,① 김종민,⑥ 한종석,(5) 4.6,"(5) 1.5, (1) 1.0",(5-1) 7.9,(1-5) 2.0,(1-5-6) 5.1,-,-,
2014,39,1,06R,④ 김동민,⑤ 민영건,② 지현욱,(4) 2.5,"(4) 1.7, (5) 3.6",(4-5) 7.6,(4-5) 6.7,(2-4-5) 5.1,-,-,
2014,39,1,07R,④ 박준호,⑥ 김명진,② 이태희,(4) 3.4,"(4) 1.8, (6) 9.5",(4-6) 26.0,(4-6) 15.0,(2-4-6) 6.0,-,-,
2014,39,1,08R,① 문주엽,② 박설희,⑤ 김완석,(1) 1.3,"(1) 1.4, (2) 2.0",(1-2) 4.4,(1-2) 3.6,(1-2-5) 7.2,-,-,
2014,39,1,09R,② 손동민,③ 이동준,④ 박성민,(2) 6.2,"(2) 2.1, (3) 13.3",(2-3) 57.4,(2-3) 41.8,(2-3-4) 84.1,-,-,
2014,39,1,10R,④ 박석문,① 김인혜,② 사재준,(4) 6.3,"(4) 2.5, (1) 6.3",(4-1) 43.8,(1-4) 28.2,(1-2-4) 6.3,-,-,
2014,39,1,11R,① 고일수,⑥ 김종민,② 서 휘,(1) 2.4,"(1) 1.9, (6) 1.3",(1-6) 7.4,(1-6) 4.1,(1-2-6) 4.7,-,-,
2014,39,1,12R,① 황만주,③ 민영건,⑥ 김민천,(1) 4.9,"(1) 2.3, (3) 2.1",(1-3) 22.5,(1-3) 14.0,(1-3-6) 10.6,-,-,
2014,39,1,13R,① 이진휘,② 이용세,④ 최영재,(1) 2.6,"(1) 1.5, (2) 1.4",(1-2) 7.6,(1-2) 3.5,(1-2-4) 4.5,-,-,
2014,39,1,14R,① 장영태,② 김완석,④ 김세원,(1) 1.1,"(1) 1.1, (2) 2.5",(1-2) 3.5,(1-2) 3.1,(1-2-4) 3.5,-,-,
2014,39,1,15R,② 어선규,⑤ 문주엽,③ 이응석,(2) 1.6,"(2) 1.2, (5) 1.9",(2-5) 3.7,(2-5) 2.4,(2-3-5) 1.6,-,-,
2014,38,2,01R,① 오세준,⑤ 임태경,③ 양원준,(1) 1.5,"(1) 1.2, (5) 5.2",(1-5) 10.1,(1-5) 8.0,(1-3-5) 3.6,-,-,
2014,38,2,02R,② 김효년,⑥ 최광성,⑤ 김명진,(2) 1.2,"(2) 1.1, (6) 4.2",(2-6) 12.2,(2-6) 10.8,(2-5-6) 11.1,-,-,
2014,38,2,03R,① 김민길,④ 전두식,② 최진혁,(1) 2.6,"(1) 1.6, (4) 2.3",(1-4) 7.2,(1-4) 4.7,(1-2-4) 23.0,-,-,
2014,38,2,04R,④ 김태규,⑥ 김응선,⑤ 김경민,(4) 2.9,"(4) 1.4, (6) 2.2",(4-6) 8.7,(4-6) 5.8,(4-5-6) 9.3,-,-,
2014,38,2,05R,① 유석현,③ 장수영,⑥ 이흥우,(1) 2.8,"(1) 1.5, (3) 1.4",(1-3) 6.2,(1-3) 2.7,(1-3-6) 19.3,-,-,
2014,38,2,06R,② 곽현성,④ 권현기,⑤ 김기한,(2) 1.7,"(2) 1.5, (4) 4.0",(2-4) 14.5,(2-4) 13.0,(2-4-5) 16.6,-,-,
2014,38,2,07R,④ 정주현,① 한 운,② 박영수,(4) 1.9,"(4) 1.7, (1) 1.5",(4-1) 5.0,(1-4) 2.3,(1-2-4) 4.0,-,-,
2014,38,2,08R,⑤ 조성인,① 김대선,② 원용관,(5) 8.0,"(5) 2.7, (1) 2.6",(5-1) 39.0,(1-5) 17.3,(1-2-5) 14.1,-,-,
2014,38,2,09R,② 김민길,① 박진서,④ 김명진,(2) 3.9,"(2) 2.3, (1) 2.7",(2-1) 29.9,(1-2) 14.2,(1-2-4) 21.5,-,-,
2014,38,2,10R,① 김현덕,③ 조현귀,② 김종목,(1) 3.2,"(1) 2.6, (3) 3.8",(1-3) 24.7,(1-3) 15.2,(1-2-3) 11.1,-,-,
2014,38,2,11R,① 김경민,④ 신동열,② 전두식,(1) 1.8,"(1) 1.1, (4) 4.8",(1-4) 21.8,(1-4) 17.2,(1-2-4) 13.5,-,-,
2014,38,2,12R,② 한종석,① 이용세,③ 김계영,(2) 6.3,"(2) 2.3, (1) 1.0",(2-1) 13.1,(1-2) 2.1,(1-2-3) 3.8,-,-,
2014,38,2,13R,① 손동민,③ 사재준,② 배혜민,(1) 2.6,"(1) 1.5, (3) 2.0",(1-3) 7.1,(1-3) 4.4,(1-2-3) 5.8,-,-,
2014,38,2,14R,① 장영태,④ 서화모,⑤ 길현태,(1) 2.1,"(1) 1.8, (4) 1.6",(1-4) 10.1,(1-4) 7.1,(1-4-5) 11.7,-,-,
2014,38,2,15R,⑥ 경상수,④ 주은석,① 김기한,(6) 19.0,"(6) 7.6, (4) 2.5",(6-4) 98.9,(4-6) 27.3,(1-4-6) 13.4,-,-,
2014,38,1,01R,② 홍기철,④ 장수영,⑥ 임태경,(2) 3.1,"(2) 1.3, (4) 1.5",(2-4) 7.7,(2-4) 5.0,(2-4-6) 17.8,-,-,
2014,38,1,02R,④ 김재윤,⑥ 오재빈,② 김영욱,(4) 3.4,"(4) 1.1, (6) 26.9",(4-6) 67.1,(4-6) 43.6,(2-4-6) 42.4,-,-,
2014,38,1,03R,① 박상현,⑤ 박진서,② 조현귀,(1) 1.8,"(1) 1.2, (5) 8.6",(1-5) 41.8,(1-5) 41.7,(1-2-5) 37.7,-,-,
2014,38,1,04R,④ 김경민,② 우진수,③ 이흥우,(4) 13.2,"(4) 3.1, (2) 1.3",(4-2) 40.6,(2-4) 9.5,(2-3-4) 14.2,-,-,
2014,38,1,05R,⑤ 권현기,④ 김민준,② 김명진,(5) 22.4,"(5) 8.5, (4) 7.2",(5-4) 304.5,(4-5) 85.6,(2-4-5) 80.1,-,-,
2014,38,1,06R,① 김응선,⑤ 한 운,③ 경상수,(1) 2.1,"(1) 1.2, (5) 4.9",(1-5) 12.6,(1-5) 10.0,(1-3-5) 16.3,-,-,
2014,38,1,07R,① 양원준,② 조성인,⑤ 반혜진,(1) 2.9,"(1) 2.3, (2) 1.3",(1-2) 6.3,(1-2) 3.6,(1-2-5) 23.5,-,-,
2014,38,1,08R,③ 김기한,① 김희용,⑤ 전두식,(3) 5.0,"(3) 2.2, (1) 2.0",(3-1) 13.6,(1-3) 4.5,(1-3-5) 14.7,-,-,
2014,38,1,09R,② 임태경,⑤ 권일혁,① 이주영,(2) 3.2,"(2) 1.9, (5) 2.1",(2-5) 12.4,(2-5) 7.0,(1-2-5) 16.3,-,-,
2014,38,1,10R,③ 김태규,① 곽현성,⑥ 유석현,(3) 4.7,"(3) 1.8, (1) 1.2",(3-1) 11.7,(1-3) 2.6,(1-3-6) 9.7,-,-,
2014,38,1,11R,① 김재윤,③ 정주현,④ 우진수,(1) 2.7,"(1) 1.4, (3) 1.2",(1-3) 5.6,(1-3) 2.5,(1-3-4) 2.1,-,-,
2014,38,1,12R,① 어선규,② 길현태,④ 손동민,(1) 1.7,"(1) 1.2, (2) 1.3",(1-2) 2.6,(1-2) 1.5,(1-2-4) 4.0,-,-,
2014,38,1,13R,② 장영태,④ 서화모,③ 이용세,(2) 5.0,"(2) 4.2, (4) 2.3",(2-4) 16.9,(2-4) 7.7,(2-3-4) 7.6,-,-,
2014,38,1,14R,② 정민수,① 진석현,⑤ 배혜민,(2) 3.7,"(2) 2.0, (1) 1.5",(2-1) 6.2,(1-2) 2.5,(1-2-5) 10.6,-,-,
2014,38,1,15R,① 김종목,④ 김효년,② 박정아,(1) 2.7,"(1) 1.9, (4) 1.0",(1-4) 7.9,(1-4) 2.6,(1-2-4) 2.5,-,-,
2014,37,2,01R,① 주은석,⑥ 이동준,④ 정민수,(1) 2.3,"(1) 1.6, (6) 5.2",(1-6) 27.2,(1-6) 23.1,(1-4-6) 9.6,-,-,
2014,37,2,02R,① 오재빈,② 이진휘,④ 박성민,(1) 2.9,"(1) 2.1, (2) 1.3",(1-2) 7.3,(1-2) 3.0,(1-2-4) 2.7,-,-,
2014,37,2,03R,⑤ 김효년,⑥ 김창규,① 김정구,(5) 4.3,"(5) 1.7, (6) 6.6",(5-6) 17.1,(5-6) 14.2,(1-5-6) 6.5,-,-,
2014,37,2,04R,① 윤동오,④ 이경원,⑥ 김완석,(1) 7.0,"(1) 2.5, (4) 2.1",(1-4) 27.7,(1-4) 15.9,(1-4-6) 50.5,-,-,
2014,37,2,05R,⑤ 박영수,② 한종석,④ 정훈민,(5) 7.8,"(5) 2.6, (2) 1.0",(5-2) 15.8,(2-5) 4.1,(2-4-5) 10.8,-,-,
2014,37,2,06R,③ 김도환,② 김정민,⑤ 손근성,(3) 3.2,"(3) 1.9, (2) 1.3",(3-2) 9.1,(2-3) 3.6,(2-3-5) 5.3,-,-,
2014,37,2,07R,④ 김응선,② 이종인,③ 김영민,(4) 1.6,"(4) 1.4, (2) 2.4",(4-2) 10.1,(2-4) 5.9,(2-3-4) 17.4,-,-,
2014,37,2,08R,③ 김민천,⑥ 사재준,⑤ 박재경,(3) 1.2,"(3) 1.1, (6) 1.9",(3-6) 2.3,(3-6) 1.9,(3-5-6) 7.3,-,-,
2014,37,2,09R,① 김신오,③ 고일수,⑤ 김선필,(1) 1.8,"(1) 1.4, (3) 1.2",(1-3) 4.3,(1-3) 1.9,(1-3-5) 3.0,-,-,
2014,37,2,10R,① 김효년,③ 김완석,② 정민수,(1) 1.3,"(1) 1.1, (3) 3.3",(1-3) 7.7,(1-3) 6.7,(1-2-3) 3.5,-,-,
2014,37,2,11R,③ 이태희,① 김승택,⑤ 유석현,(3) 1.3,"(3) 1.3, (1) 2.2",(3-1) 5.5,(1-3) 3.9,(1-3-5) 5.2,-,-,
2014,37,2,12R,② 박종덕,⑤ 한종석,③ 이재학,(2) 7.1,"(2) 4.0, (5) 2.0",(2-5) 44.4,(2-5) 17.8,(2-3-5) 9.2,-,-,
2014,37,2,13R,① 우진수,④ 주은석,③ 손지영,(1) 1.4,"(1) 1.1, (4) 2.9",(1-4) 10.8,(1-4) 8.6,(1-3-4) 3.5,-,-,
2014,37,2,14R,③ 서화모,① 이승일,④ 황이태,(3) 4.7,"(3) 1.9, (1) 1.1",(3-1) 8.3,(1-3) 2.1,(1-3-4) 1.9,-,-,
2014,37,2,15R,③ 사재준,④ 유해광,① 장수영,(3) 3.1,"(3) 1.6, (4) 1.5",(3-4) 5.3,(3-4) 3.7,(1-3-4) 1.7,-,-,
2014,37,1,01R,④ 손지영,③ 한종석,① 김완석,(4) 3.5,"(4) 1.3, (3) 1.3",(4-3) 6.6,(3-4) 1.9,(1-3-4) 1.7,-,-,
2014,37,1,02R,② 황이태,① 이경섭,④ 서화모,(2) 2.3,"(2) 1.1, (1) 1.4",(2-1) 5.4,(1-2) 2.9,(1-2-4) 1.8,-,-,
2014,37,1,03R,① 김민천,② 김영민,④ 조현귀,(1) 1.1,"(1) 1.0, (2) 4.4",(1-2) 5.3,(1-2) 4.9,(1-2-4) 4.6,-,-,
2014,37,1,04R,① 유해광,③ 김선필,④ 유석현,(1) 1.7,"(1) 1.1, (3) 2.6",(1-3) 5.7,(1-3) 4.3,(1-3-4) 4.8,-,-,
2014,37,1,05R,④ 김정민,⑤ 최영재,② 김효년,(4) 18.2,"(4) 2.8, (5) 4.2",(4-5) 56.7,(4-5) 29.6,(2-4-5) 5.7,-,-,⑥
2014,37,1,06R,① 윤영근,② 최재원,⑥ 정민수,(1) 2.2,"(1) 1.8, (2) 2.3",(1-2) 7.0,(1-2) 4.4,(1-2-6) 6.7,-,-,
2014,37,1,07R,② 김응선,① 한종석,④ 고일수,(2) 3.8,"(2) 1.8, (1) 1.0",(2-1) 7.1,(1-2) 2.5,(1-2-4) 2.4,-,-,
2014,37,1,08R,③ 손근성,② 문안나,④ 이태희,(3) 4.3,"(3) 2.3, (2) 2.2",(3-2) 29.7,(2-3) 12.6,(2-3-4) 5.6,-,-,
2014,37,1,09R,① 조현귀,③ 박재경,② 서화모,(1) 1.8,"(1) 1.2, (3) 7.1",(1-3) 26.7,(1-3) 23.8,(1-2-3) 8.0,-,-,
2014,37,1,10R,① 사재준,③ 김국흠,② 이동준,(1) 1.2,"(1) 1.1, (3) 2.4",(1-3) 4.4,(1-3) 3.9,(1-2-3) 3.7,-,-,
2014,37,1,11R,① 손지영,② 정훈민,③ 권명호,(1) 1.1,"(1) 1.0, (2) 2.9",(1-2) 4.1,(1-2) 3.8,(1-2-3) 3.3,-,-,
