연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2014,46,1,01R,① 이승일,③ 손제민,② 한성근,(1) 1.4,"(1) 1.3, (3) 1.3",(1-3) 3.0,(1-3) 2.1,(1-2-3) 2.8,-,-,
2014,46,1,02R,① 진석현,② 장영태,④ 이용세,(1) 2.8,"(1) 1.5, (2) 1.2",(1-2) 5.2,(1-2) 2.5,(1-2-4) 2.0,-,-,
2014,46,1,03R,① 김신오,② 이주영,③ 김현철,(1) 2.1,"(1) 1.2, (2) 3.0",(1-2) 9.6,(1-2) 7.0,(1-2-3) 3.3,-,-,
2014,46,1,04R,② 사재준,④ 윤영일,⑤ 조현귀,(2) 1.9,"(2) 1.3, (4) 1.6",(2-4) 3.9,(2-4) 2.3,(2-4-5) 4.7,-,-,
2014,46,1,05R,② 최광성,① 강창효,⑥ 서 휘,(2) 4.5,"(2) 1.8, (1) 1.4",(2-1) 11.3,(1-2) 3.9,(1-2-6) 21.2,-,-,
2014,46,1,06R,④ 민영건,② 한 진,① 이경섭,(4) 7.4,"(4) 2.3, (2) 1.1",(4-2) 14.2,(2-4) 2.9,(1-2-4) 2.8,-,-,
2014,46,1,07R,② 손지영,③ 김완석,⑤ 이승일,(2) 2.0,"(2) 1.2, (3) 1.3",(2-3) 3.3,(2-3) 1.7,(2-3-5) 1.9,-,-,
2014,46,1,08R,④ 길현태,③ 유석현,⑤ 김강현,(4) 1.6,"(4) 1.0, (3) 10.0",(4-3) 22.8,(3-4) 17.6,(3-4-5) 28.1,-,-,
2014,46,1,09R,① 김효년,② 박성민,③ 김정민,(1) 1.2,"(1) 1.1, (2) 2.3",(1-2) 4.5,(1-2) 4.0,(1-2-3) 2.9,-,-,
2014,46,1,10R,④ 유해광,⑤ 장영태,② 정주현,(4) 4.0,"(4) 1.8, (5) 3.2",(4-5) 12.6,(4-5) 8.8,(2-4-5) 5.7,-,-,
2014,46,1,11R,① 어선규,③ 이종인,④ 김정구,(1) 1.4,"(1) 1.1, (3) 2.8",(1-3) 4.6,(1-3) 4.0,(1-3-4) 3.0,-,-,
2014,46,1,12R,③ 심상철,② 이태희,④ 홍기철,(3) 1.7,"(3) 1.2, (2) 1.1",(3-2) 3.9,(2-3) 1.9,(2-3-4) 3.3,-,-,
2014,46,1,13R,② 배혜민,④ 서 휘,⑥ 정민수,(2) 3.3,"(2) 2.2, (4) 3.5",(2-4) 12.2,(2-4) 7.1,(2-4-6) 8.2,-,-,
2014,46,1,14R,① 김강현,② 박석문,⑥ 손지영,(1) 7.6,"(1) 2.4, (2) 1.2",(1-2) 13.5,(1-2) 4.4,(1-2-6) 10.6,-,-,
2014,46,1,15R,② 길현태,④ 김효년,⑥ 김세원,(2) 1.4,"(2) 1.1, (4) 1.2",(2-4) 1.6,(2-4) 1.2,(2-4-6) 1.8,-,-,
2014,45,2,01R,① 정용진,③ 이진우,④ 김창규,(1) 1.2,([]) 1.0,(1-3) 6.3,(1-3) 5.4,(1-3-4) 1.0,-,-,② ⑥
2014,45,2,02R,① 윤동오,② 김완석,⑤ 이흥우,(1) 2.3,"(1) 1.4, (2) 1.1",(1-2) 5.7,(1-2) 2.4,(1-2-5) 7.4,-,-,
2014,45,2,03R,② 양원준,① 박종덕,③ 이경원,(2) 3.1,"(2) 1.6, (1) 1.4",(2-1) 8.4,(1-2) 2.6,(1-2-3) 3.1,-,-,
2014,45,2,04R,④ 문안나,② 진석현,① 오재빈,(4) 8.6,"(4) 2.1, (2) 1.1",(4-2) 12.9,(2-4) 3.1,(1-2-4) 5.5,-,-,
2014,45,2,05R,② 문주엽,③ 김응선,⑥ 김경민,(2) 1.6,"(2) 1.3, (3) 2.3",(2-3) 6.7,(2-3) 4.2,(2-3-6) 16.3,-,-,
2014,45,2,06R,① 김대선,⑤ 김민길,② 김동경,(1) 1.4,"(1) 1.0, (5) 3.5",(1-5) 5.8,(1-5) 5.4,(1-2-5) 3.3,-,-,⑥
2014,45,2,07R,② 김종목,④ 서지혜,⑤ 이창규,(2) 1.8,"(2) 1.4, (4) 1.0",(2-4) 4.5,(2-4) 2.4,(2-4-5) 3.6,-,-,
2014,45,2,08R,① 전두식,⑥ 지현욱,② 이흥우,(1) 2.9,([]) 1.0,(1-6) 7.5,(1-6) 4.3,(1-2-6) 3.0,-,-,③ ⑤
2014,45,2,09R,② 심상철,⑤ 김정구,③ 김영민,(2) 1.3,"(2) 1.1, (5) 2.3",(2-5) 3.5,(2-5) 3.1,(2-3-5) 2.4,-,-,①
2014,45,2,10R,⑤ 김완석,④ 이동준,⑥ 전정환,(5) 4.7,"(5) 2.1, (4) 1.5",(5-4) 12.1,(4-5) 4.9,(4-5-6) 12.2,-,-,
2014,45,2,11R,② 박정아,① 김명진,⑤ 양원준,(2) 1.9,"(2) 1.4, (1) 1.5",(2-1) 5.1,(1-2) 2.6,(1-2-5) 5.4,-,-,
2014,45,2,12R,② 손동민,① 권명호,⑥ 이응석,(2) 4.5,"(2) 2.1, (1) 1.3",(2-1) 14.4,(1-2) 4.8,(1-2-6) 11.2,-,-,
2014,45,2,13R,② 한 진,④ 손제민,⑤ 서화모,(2) 8.8,"(2) 1.5, (4) 3.1",(2-4) 20.7,(2-4) 12.0,(2-4-5) 30.2,-,-,
2014,45,2,14R,① 어선규,③ 손지영,⑤ 박석문,(1) 1.5,"(1) 1.1, (3) 4.0",(1-3) 6.6,(1-3) 5.4,(1-3-5) 14.2,-,-,
2014,45,2,15R,⑤ 심상철,① 박영수,③ 황이태,(5) 1.6,"(5) 1.0, (1) 1.6",(5-1) 2.6,(1-5) 1.8,(1-3-5) 2.0,-,-,
2014,45,1,01R,① 지현욱,⑤ 김명진,④ 김종목,(1) 2.7,"(1) 1.7, (5) 2.7",(1-5) 10.5,(1-5) 8.8,(1-4-5) 7.0,-,-,
2014,45,1,02R,② 문안나,④ 문주엽,⑥ 윤동오,(2) 3.7,"(2) 1.5, (4) 1.3",(2-4) 11.3,(2-4) 6.2,(2-4-6) 12.6,-,-,
2014,45,1,03R,① 서지혜,③ 반혜진,② 김영민,(1) 2.2,"(1) 1.6, (3) 2.2",(1-3) 11.2,(1-3) 8.1,(1-2-3) 5.1,-,-,
2014,45,1,04R,③ 김동경,① 우진수,⑤ 김대선,(3) 5.7,"(3) 1.5, (1) 2.4",(3-1) 19.0,(1-3) 7.4,(1-3-5) 7.8,-,-,
2014,45,1,05R,③ 심상철,② 권현기,① 김세원,(3) 1.3,"(3) 1.2, (2) 2.5",(3-2) 4.9,(2-3) 3.5,(1-2-3) 5.9,-,-,
2014,45,1,06R,② 김경민,④ 류성원,① 전정환,(2) 3.4,"(2) 1.4, (4) 2.1",(2-4) 9.8,(2-4) 6.2,(1-2-4) 4.8,-,-,
2014,45,1,07R,② 박성민,③ 정용진,① 양원준,(2) 23.5,"(2) 10.3, (3) 1.4",(2-3) 60.7,(2-3) 20.9,(1-2-3) 13.0,-,-,
2014,45,1,08R,④ 박종덕,① 이동준,③ 이흥우,(4) 3.2,"(4) 1.6, (1) 1.2",(4-1) 5.3,(1-4) 1.9,(1-3-4) 3.4,-,-,
2014,45,1,09R,② 최영재,① 이경원,⑤ 문안나,(2) 1.6,"(2) 1.6, (1) 1.8",(2-1) 3.7,(1-2) 2.0,(1-2-5) 4.3,-,-,
2014,45,1,10R,① 김정구,⑤ 서지혜,⑥ 김동경,(1) 5.4,"(1) 2.0, (5) 2.6",(1-5) 36.0,(1-5) 19.7,(1-5-6) 86.8,-,-,
2014,45,1,11R,② 김창규,⑤ 권현기,④ 박정아,(2) 1.5,"(2) 1.0, (5) 4.7",(2-5) 10.4,(2-5) 8.8,(2-4-5) 4.2,-,-,
2014,45,1,12R,① 어선규,③ 박석문,⑥ 권명호,(1) 1.4,"(1) 1.2, (3) 3.0",(1-3) 5.0,(1-3) 4.0,(1-3-6) 17.1,-,-,
2014,45,1,13R,① 손지영,④ 사재준,⑤ 한 진,(1) 2.7,"(1) 1.4, (4) 5.8",(1-4) 25.0,(1-4) 18.5,(1-4-5) 29.8,-,-,
2014,45,1,14R,① 길현태,⑤ 배혜민,② 정민수,(1) 2.0,"(1) 1.2, (5) 3.1",(1-5) 10.4,(1-5) 8.2,(1-2-5) 3.9,-,-,
2014,45,1,15R,① 김민길,③ 진석현,⑤ 정용진,(1) 1.8,"(1) 1.6, (3) 1.2",(1-3) 3.5,(1-3) 2.1,(1-3-5) 2.3,-,-,
2014,44,2,01R,⑤ 김신오,③ 정재용,④ 김희영,(5) 7.0,"(5) 1.9, (3) 4.9",(5-3) 46.2,(3-5) 19.4,(3-4-5) 138.7,-,-,
2014,44,2,02R,③ 김도휘,② 서 휘,① 임정택,(3) 7.8,"(3) 2.0, (2) 1.7",(3-2) 25.6,(2-3) 9.9,(1-2-3) 3.4,-,-,
2014,44,2,03R,④ 최재원,⑤ 신동길,① 문주엽,(4) 7.9,"(4) 1.7, (5) 3.4",(4-5) 20.3,(4-5) 13.2,(1-4-5) 3.6,-,-,
2014,44,2,04R,⑥ 강지환,② 이재학,④ 박준호,(6) 29.3,"(6) 8.7, (2) 1.2",(6-2) 83.0,(2-6) 15.3,(2-4-6) 48.6,-,-,
2014,44,2,05R,⑥ 손제민,③ 강창효,② 김지현,(6) 15.7,"(6) 2.9, (3) 3.3",(6-3) 83.4,(3-6) 40.3,(2-3-6) 101.8,-,-,
2014,44,2,06R,① 이창규,⑥ 진석현,⑤ 김동민,(1) 1.6,"(1) 1.3, (6) 2.7",(1-6) 10.7,(1-6) 6.7,(1-5-6) 9.4,-,-,
2014,44,2,07R,② 길현태,④ 원용관,③ 구본수,(2) 2.1,"(2) 1.4, (4) 2.0",(2-4) 5.6,(2-4) 3.7,(2-3-4) 6.6,-,-,
2014,44,2,08R,② 박종덕,⑥ 손근성,③ 김선필,(2) 3.1,"(2) 2.0, (6) 4.6",(2-6) 27.7,(2-6) 16.9,(2-3-6) 41.9,-,-,
2014,44,2,09R,① 사재준,⑤ 김승택,⑥ 이경섭,(1) 1.3,"(1) 1.0, (5) 23.9",(1-5) 27.7,(1-5) 17.1,(1-5-6) 38.8,-,-,
2014,44,2,10R,② 강지환,① 박상현,⑥ 고일수,(2) 4.9,"(2) 1.6, (1) 1.8",(2-1) 12.4,(1-2) 4.7,(1-2-6) 3.8,-,-,
2014,44,2,11R,② 배혜민,④ 심상철,① 김태용,(2) 4.5,"(2) 1.8, (4) 1.2",(2-4) 6.8,(2-4) 2.1,(1-2-4) 12.3,-,-,
2014,44,2,12R,② 유해광,⑤ 이창규,⑥ 이재학,(2) 3.5,"(2) 1.8, (5) 2.5",(2-5) 14.0,(2-5) 8.8,(2-5-6) 17.3,-,-,
2014,44,2,13R,① 진석현,② 홍기철,③ 경상수,(1) 1.3,"(1) 1.2, (2) 1.7",(1-2) 5.9,(1-2) 4.6,(1-2-3) 2.6,-,-,④
2014,44,2,14R,② 김현철,④ 어선규,③ 김효년,(2) 1.8,"(2) 1.4, (4) 2.3",(2-4) 6.6,(2-4) 4.8,(2-3-4) 5.3,-,-,
2014,44,2,15R,① 최영재,② 손근성,④ 사재준,(1) 2.4,"(1) 1.0, (2) 2.2",(1-2) 5.0,(1-2) 3.4,(1-2-4) 1.6,-,-,⑥
2014,44,1,01R,② 사재준,① 박준현,③ 지용민,(2) 1.1,"(2) 1.0, (1) 5.2",(2-1) 8.9,(1-2) 7.7,(1-2-3) 36.8,-,-,
2014,44,1,02R,① 정인교,② 김강현,③ 강지환,(1) 1.2,"(1) 1.0, (2) 1.9",(1-2) 3.0,(1-2) 2.4,(1-2-3) 3.6,-,-,
2014,44,1,03R,② 김동민,⑥ 김현철,⑤ 홍기철,(2) 1.9,"(2) 1.4, (6) 2.0",(2-6) 5.4,(2-6) 3.3,(2-5-6) 18.3,-,-,
2014,44,1,04R,① 원용관,③ 진석현,④ 박상현,(1) 2.0,"(1) 1.7, (3) 1.7",(1-3) 4.5,(1-3) 2.7,(1-3-4) 4.4,-,-,
2014,44,1,05R,③ 유해광,⑥ 문주엽,② 어선규,(3) 10.3,"(3) 2.1, (6) 3.1",(3-6) 24.1,(3-6) 13.3,(2-3-6) 3.8,-,-,
2014,44,1,06R,⑤ 김동경,④ 최영재,① 이종인,(5) 17.0,"(5) 4.3, (4) 1.8",(5-4) 49.2,(4-5) 13.7,(1-4-5) 6.6,-,-,
2014,44,1,07R,⑤ 심상철,③ 길현태,① 김종희,(5) 5.1,"(5) 1.8, (3) 1.3",(5-3) 14.5,(3-5) 5.8,(1-3-5) 2.2,-,-,
2014,44,1,08R,① 한 진,② 경상수,④ 박종덕,(1) 3.0,"(1) 2.7, (2) 1.7",(1-2) 10.0,(1-2) 5.8,(1-2-4) 6.5,-,-,
2014,44,1,09R,① 고일수,③ 박정아,④ 정인교,(1) 1.6,"(1) 1.0, (3) 1.8",(1-3) 3.4,(1-3) 2.7,(1-3-4) 1.8,-,-,
2014,44,1,10R,① 신동길,④ 김현철,⑤ 김강현,(1) 2.9,"(1) 1.3, (4) 1.0",(1-4) 4.3,(1-4) 1.7,(1-4-5) 3.8,-,-,
2014,44,1,11R,② 김신오,⑥ 어선규,⑤ 원용관,(2) 1.4,"(2) 1.2, (6) 2.6",(2-6) 6.9,(2-6) 5.4,(2-5-6) 8.5,-,-,
2014,44,1,12R,① 최재원,③ 이재학,④ 김동민,(1) 2.0,"(1) 1.4, (3) 1.6",(1-3) 4.4,(1-3) 2.3,(1-3-4) 3.4,-,-,
2014,44,1,13R,② 심상철,④ 김효년,⑥ 오세준,(2) 1.5,"(2) 1.1, (4) 1.2",(2-4) 2.4,(2-4) 1.8,(2-4-6) 6.8,-,-,
2014,44,1,14R,② 장영태,⑥ 최영재,④ 이경섭,(2) 1.3,"(2) 1.0, (6) 3.0",(2-6) 5.1,(2-6) 4.3,(2-4-6) 3.2,-,-,
2014,44,1,15R,④ 고일수,③ 손제민,① 길현태,(4) 3.1,"(4) 1.4, (3) 2.3",(4-3) 11.2,(3-4) 5.2,(1-3-4) 1.9,-,-,
2014,43,2,01R,① 김동민,② 김정민,⑥ 정용진,(1) 3.6,"(1) 1.7, (2) 1.0",(1-2) 4.6,(1-2) 1.8,(1-2-6) 3.6,-,-,
2014,43,2,02R,② 전정환,③ 김보혜,⑤ 박성민,(2) 1.7,"(2) 1.2, (3) 5.8",(2-3) 7.7,(2-3) 7.0,(2-3-5) 6.2,-,-,
2014,43,2,03R,① 손근성,③ 권명호,⑥ 김정구,(1) 1.4,"(1) 1.1, (3) 1.9",(1-3) 2.9,(1-3) 2.1,(1-3-6) 10.9,-,-,
2014,43,2,04R,① 한종석,④ 정훈민,③ 한성근,(1) 1.3,"(1) 1.1, (4) 1.6",(1-4) 3.3,(1-4) 2.4,(1-3-4) 8.2,-,-,
2014,43,2,05R,① 김종희,③ 김인혜,② 김민길,(1) 1.5,"(1) 1.1, (3) 2.2",(1-3) 10.5,(1-3) 8.8,(1-2-3) 4.4,-,-,
2014,43,2,06R,① 조성인,③ 이동준,⑤ 최영재,(1) 2.7,"(1) 1.8, (3) 3.9",(1-3) 17.8,(1-3) 13.3,(1-3-5) 20.4,-,-,
2014,43,2,07R,① 문안나,④ 강지환,③ 박진서,(1) 2.3,"(1) 1.6, (4) 1.9",(1-4) 8.0,(1-4) 4.5,(1-3-4) 14.9,-,-,
2014,43,2,08R,③ 정인교,② 이종인,④ 박설희,(3) 1.4,"(3) 1.3, (2) 3.9",(3-2) 7.5,(2-3) 5.4,(2-3-4) 14.3,-,-,
2014,43,2,09R,① 김희용,④ 정주현,⑥ 어선규,(1) 4.4,"(1) 2.0, (4) 3.8",(1-4) 13.7,(1-4) 7.9,(1-4-6) 6.5,-,-,
2014,43,2,10R,② 정민수,① 김창규,⑥ 전정환,(2) 2.5,"(2) 1.6, (1) 1.5",(2-1) 6.1,(1-2) 3.0,(1-2-6) 20.2,-,-,
2014,43,2,11R,② 지현욱,① 유석현,③ 최재원,(2) 3.0,"(2) 1.6, (1) 1.5",(2-1) 9.8,(1-2) 4.0,(1-2-3) 3.7,-,-,
2014,43,2,12R,① 김계영,④ 박석문,② 정용진,(1) 1.5,"(1) 1.3, (4) 1.5",(1-4) 4.7,(1-4) 3.4,(1-2-4) 2.0,-,-,
2014,43,2,13R,⑥ 이동준,⑤ 김응선,③ 김영민,(6) 6.5,([]) 1.0,(6-5) 15.6,(5-6) 4.5,(3-5-6) 3.3,-,-,① ②
2014,43,2,14R,② 윤영일,① 이용세,③ 서 휘,(2) 6.4,"(2) 1.7, (1) 1.0",(2-1) 10.7,(1-2) 2.2,(1-2-3) 3.1,-,-,
2014,43,2,15R,③ 김민천,① 배혜민,⑤ 한종석,(3) 1.5,"(3) 1.1, (1) 1.3",(3-1) 2.7,(1-3) 1.5,(1-3-5) 1.7,-,-,
2014,43,1,01R,① 김응선,② 이재학,⑤ 윤영일,(1) 3.9,"(1) 1.9, (2) 1.3",(1-2) 6.5,(1-2) 3.5,(1-2-5) 11.2,-,-,
2014,43,1,02R,① 정인교,④ 반혜진,⑤ 최재원,(1) 1.2,"(1) 1.0, (4) 7.4",(1-4) 11.1,(1-4) 10.3,(1-4-5) 16.7,-,-,
2014,43,1,03R,① 나병창,④ 김민길,② 박영수,(1) 1.7,"(1) 1.3, (4) 1.3",(1-4) 3.7,(1-4) 1.9,(1-2-4) 2.5,-,-,
2014,43,1,04R,④ 김완석,⑤ 서 휘,③ 김동민,(4) 3.8,"(4) 3.1, (5) 4.7",(4-5) 22.8,(4-5) 16.2,(3-4-5) 19.6,-,-,
2014,43,1,05R,③ 정민수,④ 이동준,⑥ 김민천,(3) 2.2,"(3) 1.3, (4) 6.0",(3-4) 12.3,(3-4) 10.3,(3-4-6) 7.1,-,-,
2014,43,1,06R,③ 김정민,① 정훈민,② 김인혜,(3) 2.2,"(3) 1.2, (1) 1.3",(3-1) 4.7,(1-3) 2.0,(1-2-3) 3.5,-,-,
2014,43,1,07R,① 권명호,④ 정용진,⑥ 배혜민,(1) 1.4,"(1) 1.4, (4) 1.4",(1-4) 4.5,(1-4) 2.8,(1-4-6) 4.9,-,-,
2014,43,1,08R,③ 김창규,② 김명진,⑥ 박석문,(3) 3.3,"(3) 1.9, (2) 4.6",(3-2) 24.3,(2-3) 11.7,(2-3-6) 24.2,-,-,
2014,43,1,09R,③ 정주현,⑤ 정인교,① 김지현,(3) 4.1,"(3) 1.6, (5) 1.5",(3-5) 7.9,(3-5) 4.0,(1-3-5) 8.2,-,-,
2014,43,1,10R,① 어선규,④ 박영수,⑥ 김종희,(1) 1.1,"(1) 1.1, (4) 2.9",(1-4) 3.9,(1-4) 3.4,(1-4-6) 5.4,-,-,
2014,43,1,11R,③ 김세원,② 김기한,④ 전정환,(3) 5.0,"(3) 2.0, (2) 2.6",(3-2) 20.5,(2-3) 7.7,(2-3-4) 12.2,-,-,
2014,43,1,12R,① 김완석,③ 문안나,④ 김신오,(1) 1.6,"(1) 1.3, (3) 2.8",(1-3) 8.0,(1-3) 6.6,(1-3-4) 5.9,-,-,
2014,43,1,13R,③ 한종석,④ 이용세,② 오재빈,(3) 2.4,"(3) 1.3, (4) 2.2",(3-4) 5.3,(3-4) 3.8,(2-3-4) 14.6,-,-,
2014,43,1,14R,⑤ 정민수,① 최영재,③ 배혜민,(5) 6.6,"(5) 2.3, (1) 1.2",(5-1) 9.8,(1-5) 3.2,(1-3-5) 1.6,-,-,
2014,43,1,15R,③ 어선규,⑥ 한 운,① 박석문,(3) 1.4,"(3) 1.2, (6) 3.2",(3-6) 17.4,(3-6) 14.1,(1-3-6) 4.9,-,-,
2014,42,2,01R,③ 권일혁,① 한 진,② 정재용,(3) 2.6,"(3) 1.4, (1) 1.5",(3-1) 5.4,(1-3) 2.2,(1-2-3) 9.9,-,-,
2014,42,2,02R,① 박규순,④ 양원준,② 박진서,(1) 2.4,"(1) 1.2, (4) 7.3",(1-4) 18.6,(1-4) 16.2,(1-2-4) 15.0,-,-,
2014,42,2,03R,② 김완석,⑥ 박상현,⑤ 김민천,(2) 1.8,"(2) 1.2, (6) 8.8",(2-6) 25.6,(2-6) 23.3,(2-5-6) 8.8,-,-,
2014,42,2,04R,① 임정택,③ 이경섭,② 진석현 ④ 서지혜,(1) 12.7,"(1) 3.6, (3) 2.1",(1-3) 44.1,(1-3) 22.2,"(1-2-3) 4.1  
									
										(1-3-4) 14.9",-,-,
2014,42,2,05R,⑥ 길현태,② 박석문,⑤ 손동민,(6) 7.5,"(6) 2.2, (2) 1.6",(6-2) 29.1,(2-6) 7.8,(2-5-6) 3.8,-,-,
2014,42,2,06R,④ 경상수,① 이흥우,⑥ 고일수,(4) 3.9,"(4) 1.6, (1) 1.6",(4-1) 8.0,(1-4) 3.0,(1-4-6) 7.8,-,-,
2014,42,2,07R,③ 김효년,⑤ 한 진,⑥ 서 휘,(3) 1.3,"(3) 1.5, (5) 2.0",(3-5) 4.3,(3-5) 3.8,(3-5-6) 8.1,-,-,
2014,42,2,08R,② 김민길,⑥ 장영태,① 오세준,(2) 2.9,"(2) 2.1, (6) 1.8",(2-6) 7.7,(2-6) 4.7,(1-2-6) 6.3,-,-,
2014,42,2,09R,② 어선규,④ 김민천,③ 신동열,(2) 1.6,"(2) 1.0, (4) 1.5",(2-4) 2.0,(2-4) 1.8,(2-3-4) 4.2,-,-,
2014,42,2,10R,① 최광성,⑤ 이창규,③ 박준호,(1) 2.8,"(1) 1.6, (5) 3.0",(1-5) 9.7,(1-5) 5.3,(1-3-5) 4.2,-,-,
2014,42,2,11R,⑤ 박석문,⑥ 권현기,① 박상현,(5) 4.4,"(5) 1.7, (6) 4.3",(5-6) 17.9,(5-6) 14.4,(1-5-6) 13.7,-,-,
2014,42,2,12R,① 손지영,② 김계영,③ 이지수,(1) 1.5,"(1) 1.3, (2) 2.6",(1-2) 4.8,(1-2) 3.8,(1-2-3) 4.4,-,-,
2014,42,2,13R,④ 이응석,② 임정택,⑤ 이흥우,(4) 2.9,"(4) 1.4, (2) 5.7",(4-2) 21.8,(2-4) 15.3,(2-4-5) 23.1,-,-,
2014,42,2,14R,① 장영태,② 고일수,④ 김정구,(1) 1.4,"(1) 1.2, (2) 2.7",(1-2) 3.8,(1-2) 3.3,(1-2-4) 2.6,-,-,
2014,42,2,15R,① 이태희,③ 배혜민,⑥ 김승택,(1) 1.9,"(1) 1.2, (3) 1.2",(1-3) 2.7,(1-3) 1.6,(1-3-6) 3.5,-,-,
2014,42,1,01R,⑤ 권일혁,① 정민수,② 김동경,(5) 3.7,"(5) 1.6, (1) 1.0",(5-1) 6.2,(1-5) 2.5,(1-2-5) 7.3,-,-,
2014,42,1,02R,② 배혜민,① 임태경,⑤ 박준호,(2) 3.1,"(2) 1.8, (1) 1.6",(2-1) 11.0,(1-2) 3.8,(1-2-5) 31.0,-,-,
2014,42,1,03R,④ 이흥우,⑤ 김민길,⑥ 이지수,(4) 12.5,"(4) 3.5, (5) 1.9",(4-5) 39.9,(4-5) 24.1,(4-5-6) 33.7,-,-,
2014,42,1,04R,⑥ 이응석,① 심상철,② 김승택,(6) 23.3,"(6) 4.0, (1) 1.1",(6-1) 46.4,(1-6) 8.7,(1-2-6) 8.6,-,-,
2014,42,1,05R,① 김민천,③ 손동민,⑤ 서지혜,(1) 1.4,"(1) 1.3, (3) 1.1",(1-3) 2.1,(1-3) 1.4,(1-3-5) 3.5,-,-,
2014,42,1,06R,④ 길현태,① 이진우,② 이창규,(4) 2.1,"(4) 1.1, (1) 10.2",(4-1) 24.5,(1-4) 17.2,(1-2-4) 9.4,-,-,
2014,42,1,07R,① 권일혁,⑤ 김계영,② 김강현,(1) 1.6,"(1) 1.2, (5) 2.4",(1-5) 9.6,(1-5) 7.8,(1-2-5) 13.9,-,-,
2014,42,1,08R,② 김효년,① 홍기철,③ 윤동오,(2) 1.4,"(2) 1.4, (1) 1.8",(2-1) 4.1,(1-2) 2.8,(1-2-3) 5.1,-,-,
2014,42,1,09R,① 경상수,③ 정민수,② 박준호,(1) 1.9,"(1) 1.1, (3) 1.5",(1-3) 3.7,(1-3) 2.4,(1-2-3) 2.6,-,-,
2014,42,1,10R,② 이응석,⑥ 김정구,① 정장훈,(2) 1.4,"(2) 1.2, (6) 3.2",(2-6) 6.7,(2-6) 5.1,(1-2-6) 21.6,-,-,
2014,42,1,11R,④ 장영태,① 권현기,③ 박설희,(4) 2.1,"(4) 1.4, (1) 1.6",(4-1) 5.7,(1-4) 2.6,(1-3-4) 8.1,-,-,
2014,42,1,12R,④ 김도휘,⑤ 오재빈,② 김영민,(4) 6.0,"(4) 2.1, (5) 12.4",(4-5) 42.0,(4-5) 33.5,(2-4-5) 30.2,-,-,
