,1번,2번,3번,4번,5번,6번
1경기,0.20028398040905196,0.18486375457838916,0.16571943786164706,0.18171971505998952,0.14004920799420656,0.12736390409671572
2경기,0.2078437197656973,0.17536768569976335,0.190638726247854,0.07925820109151926,0.166667818507502,0.18022384868766403
3경기,0.1882896451703239,0.20505570483107619,0.1871673177963528,0.11066946115311786,0.14022759733508203,0.1685902737140473
4경기,0.19160673175266732,0.16242210647665384,0.18564062644233711,0.17947407531180612,0.10617472949935754,0.1746817305171781
5경기,0.21044200576770686,0.16395819445887774,0.18824931443386694,0.15190476606636952,0.16852104657897568,0.11692467269420329
6경기,0.18792621444028865,0.17129673938671194,0.1497431838763403,0.1762380649845217,0.17987533005938944,0.13492046725274798
7경기,0.20668545623999343,0.18203044699365903,0.17751633138005865,0.18888304082033053,0.1899500355564674,0.054934689009491076
8경기,0.20076264435467653,0.17611083578056538,0.18266816285395826,0.14557896942547957,0.13463563307051302,0.1602437545148073
9경기,0.18052283756150833,0.17050093420105072,0.14134323939868107,0.16658753621113215,0.19407840136353977,0.146967051264088
10경기,0.17519782188679145,0.1938454602974329,0.1581353397582757,0.1645606405541725,0.15398887736261338,0.15427186014071398
11경기,0.20922907669026108,0.1843521555777372,0.19387767499162975,0.12571126691903464,0.12542671276940318,0.16140311305193414
12경기,0.1350400260042339,0.20295634504613208,0.1603913708107943,0.19045412217001317,0.20171058805044223,0.10944754791838435
13경기,0.2175020035203461,0.20255283284533449,0.12858258430197986,0.1524716852725387,0.13928129080569754,0.15960960325410345
14경기,0.20441240884866527,0.19976949627228757,0.14543090432887779,0.18019153740521243,0.1639847989682154,0.10621085417674157
15경기,0.2145283179099013,0.1770225185343847,0.10344894461324597,0.16244751544569547,0.19838500386328395,0.1441676996334887
16경기,0.1886614829729391,0.16574967482241043,0.11779117365540978,0.16449913704101216,0.1665874570729442,0.19671107443528446
17경기,0.192177947868117,0.19175854262200928,0.13510628276803757,0.16834469814073977,0.1570767491478038,0.15553577945329264
