,1번,2번,3번,4번,5번,6번
1경기,0.22994390894549271,0.17605949390245465,0.16652258936217987,0.1431639214996603,0.13483054088531032,0.1494795454049021
2경기,0.2778973352851599,0.1561074207867518,0.15000702973091418,0.2330233510128492,0.13825770369165505,0.044707159492669984
3경기,0.22226511162452756,0.14700988498268408,0.1805139393302362,0.24954354525904576,0.13712705721502427,0.06354046158848212
4경기,0.16839641372901398,0.23902964270470745,0.14443854575398044,0.16587346074930145,0.14302143070743012,0.13924050635556645
5경기,0.23222018991334284,0.1773404769181674,0.21857777980715004,0.15295955837591996,0.15103076583850583,0.06787122914691397
6경기,0.24585480734123816,0.25876521018928617,0.1399679290021974,0.20766163488727,0.1312341462231263,0.016516272356881977
7경기,0.2745516049176825,0.23252485208937165,0.21223561879258893,0.18341239622004113,0.08993859810022539,0.007336929880090332
8경기,0.21430245589054372,0.18507160373569015,0.19992276308670162,0.1821249790622126,0.06535129427842978,0.15322690394642235
9경기,0.21476751469838637,0.20169127215593166,0.1948488109114322,0.12163705886426403,0.20997254131284726,0.05708280205713868
10경기,0.24596778653476079,0.28001669512397925,0.12446867575355337,0.14136509958722956,0.17745816590134564,0.030723577099131393
11경기,0.25095003749058103,0.24282587241097775,0.19898386600063142,0.13008749009983692,0.12923605387687395,0.04791668012109906
12경기,0.19149686396996315,0.23402550192496688,0.18759438059816394,0.2546096714512036,0.10074060103962713,0.031532981016075316
13경기,0.3050038692894315,0.15406053542329773,0.2205741975050062,0.1634377799877122,0.09301842301448063,0.06390519478007169
14경기,0.13677393589455328,0.17227953630208218,0.1768922210092274,0.14387317119557877,0.1875551098123571,0.18262602578620127
15경기,0.18985220252423976,0.1467712599901315,0.20397736467690822,0.22109421151620093,0.07608247684463254,0.16222248444788698
16경기,0.13858316085651545,0.22492917162531267,0.14687667116242747,0.22466219424595713,0.07278832033031969,0.19216048177946746
17경기,0.20781867506432108,0.21012610833879622,0.11829453739536999,0.13560380196302727,0.19803772211305368,0.13011915512543165
