,1번,2번,3번,4번,5번,6번
1경기,0.17778770642178185,0.170383900632341,0.1700098951883319,0.15284045974156085,0.1852296249293738,0.14374841308661063
2경기,0.18566094341606534,0.1462184623609728,0.18475923867886448,0.1697362558721996,0.15084814564502025,0.16277695402687758
3경기,0.2013282761595048,0.19093768613868545,0.17522482133927933,0.1924465323135369,0.1376467055335009,0.10241597851549272
4경기,0.21270128045616082,0.19286182187538328,0.17876318351749104,0.19117085618335333,0.12471677854889193,0.09978607941871968
5경기,0.1725409718675638,0.1722797209640829,0.15948930863837407,0.16125410734901727,0.18108847288244723,0.15334741829851475
6경기,0.20746023093533247,0.1746408883669114,0.20498767584713204,0.16582562712375035,0.1421969445935836,0.10488863313329008
7경기,0.21479719625911867,0.19956196154677683,0.18744303213792704,0.16137103694278532,0.13464035122709744,0.10218642188629475
8경기,0.19372721689263714,0.19595549558107436,0.19012351340799347,0.0619868959554282,0.17364944311289915,0.18455743504996772
10경기,0.21860202564388068,0.17687454338411482,0.1667421600352431,0.1630072079471503,0.14743665638925132,0.12733740660035978
11경기,0.18119734122837403,0.1932500679999188,0.15098363709167142,0.1684790620453993,0.1575045803354587,0.14858531129917785
12경기,0.205934841560886,0.1687749568148317,0.17943345883378506,0.21647211952509507,0.10585134357248809,0.12353327969291412
13경기,0.20591597478962875,0.15712610570500973,0.19434426281127629,0.16185083214030466,0.19438648522899657,0.08637633932478411
14경기,0.20532977783694387,0.15106090615374346,0.1850928683035674,0.16049545672028817,0.15641139322517106,0.141609597760286
15경기,0.2111943191343613,0.1854643703266476,0.16482196471180346,0.1417635576173753,0.1635603153329703,0.13319547287684214
16경기,0.1952135431371318,0.17529633597782496,0.17809069888843315,0.17415958341841317,0.16623565501814233,0.11100418356005465
17경기,0.1859080616695178,0.1521264521313213,0.1588879097204633,0.18826437062829074,0.16739636711967368,0.14741683873073314
