Race_ID,1번,2번,3번,4번,5번,6번
2024_1_1_1,0.33074503706980685,0.20485455636453428,0.17944162044826922,0.1271670848426374,0.06514137092680111,0.09265033034795114
2024_1_1_2,0.24323765946780063,0.19989480818146074,0.3158695360264374,0.07232812438942657,0.15693473639593308,0.011735135538941543
2024_1_1_3,0.3292551551029667,0.27002848947924674,0.20646574665514053,0.11997729461263185,0.03838717922307538,0.03588613492693882
2024_1_1_4,0.42996472874132236,0.308791299565759,0.10929038102024155,0.05695881480121761,0.0859953214964047,0.008999454375054991
2024_1_1_5,0.3192504194754706,0.21140797833967082,0.24323367505194127,0.12581827504094611,0.061080684601325534,0.039208967490645494
2024_1_1_7,0.21752939143627503,0.4633726208154407,0.09669824688321817,0.1758317922139177,0.03587783685137557,0.010690111799772832
2024_1_1_8,0.1111577806365083,0.20118325874904433,0.2502810961889386,0.2302125910077326,0.2003216396047151,0.0068436338130611445
2024_1_1_9,0.4608488001075803,0.2009091077104688,0.06156304467349588,0.1448138564539296,0.061389185122905546,0.07047600593161991
2024_1_1_10,0.1434762569844197,0.38404101711742744,0.18075349499898177,0.1972427825485158,0.05410289030875504,0.04038355804190015
2024_1_1_11,0.577017370041917,0.20606381252889222,0.09716238657410141,0.04628762616316134,0.07085424104718821,0.0026145636447397406
2024_1_1_12,0.25216152428153615,0.27299357314429457,0.250571211060136,0.1799770268434953,0.029241896264633496,0.015054768405904514
2024_1_1_13,0.5012259294457955,0.19465037593255247,0.1789813865669004,0.0764835984063094,0.041736198282429554,0.006922511366012634
2024_1_1_14,0.1978566509921209,0.3939358357467188,0.0668427610538,0.18981367071952843,0.04346407748683583,0.10808700400099615
2024_1_1_15,0.30006423835797214,0.39468010882131666,0.1749117602196407,0.09543002439522691,0.023765472158746942,0.011148396047096627
2024_1_1_16,0.2141394172567878,0.498770998425316,0.19366046488079317,0.04370943749994639,0.04665191315570561,0.003067768781451011
2024_1_2_3,0.5159416266050582,0.21338128315944324,0.10332029170996648,0.09208852840535937,0.01107440440677126,0.06419386571340131
2024_1_2_4,0.38390838123881404,0.2833794172056374,0.09501617534055014,0.17703456428440423,0.04354094375462558,0.017120518175968606
2024_1_2_5,0.31088933198955127,0.3052845965986759,0.2213025004311104,0.05042677371465478,0.09353616470024946,0.018560632565758104
2024_1_2_6,0.18915281291217378,0.2579810348304929,0.1456849195952282,0.2221290947941494,0.060719712099099384,0.12433242576885628
2024_1_2_7,0.4963584820081688,0.25859300557037423,0.058932295780857354,0.06171318844015559,0.09329437039832285,0.03110865780212133
2024_1_2_8,0.18929703589516197,0.28899789248490526,0.279845363364122,0.17414790402882124,0.04509591584829899,0.022615888378690576
2024_1_2_10,0.24278325115248464,0.19853511543237204,0.16896355110097042,0.309239155294534,0.06468517806764168,0.015793748951997325
2024_1_2_11,0.12187928121741086,0.20012037809111155,0.45199764908387996,0.07697210369651643,0.13503160054598617,0.013998987365095006
2024_1_2_12,0.392394208605684,0.18555291711337707,0.07668888317525521,0.2657243698818364,0.07041824843124542,0.009221372792601783
2024_1_2_13,0.4439813450235332,0.3491098660226553,0.07112446668861844,0.07651181697520658,0.039957523911220226,0.01931498137876619
2024_1_2_14,0.33522527346427794,0.40528547268257514,0.10924420675286527,0.050773521041878676,0.08151067780441563,0.01796084825398736
2024_1_2_15,0.41092438687184335,0.09862249540779477,0.3514054342268824,0.0808824947979145,0.03935183755723484,0.018813351138330138
2024_1_2_16,0.37156885932494504,0.1616118207772479,0.33088368315506766,0.03830772703645282,0.0952899747871796,0.002337934919106957
