,1번,2번,3번,4번,5번,6번
1경기,0.3144208037825059,0.20803782505910165,0.14066193853427897,0.17612293144208038,0.07210401891252957,0.08865248226950355
2경기,0.36819172113289755,0.13616557734204793,0.25490196078431376,0.03703703703703703,0.08387799564270151,0.11982570806100219
3경기,0.22795698924731184,0.3193548387096774,0.18064516129032254,0.09032258064516127,0.06129032258064515,0.1204301075268817
4경기,0.2544444444444444,0.1422222222222222,0.18333333333333332,0.18777777777777774,0.05444444444444444,0.17777777777777776
5경기,0.3054245283018868,0.16391509433962267,0.2169811320754717,0.12500000000000003,0.09316037735849056,0.09551886792452831
6경기,0.23896103896103899,0.18181818181818182,0.13896103896103898,0.16623376623376623,0.18311688311688312,0.0909090909090909
7경기,0.30369515011547343,0.14434180138568128,0.17321016166281755,0.18475750577367203,0.13394919168591224,0.060046189376443425
8경기,0.24344978165938866,0.1790393013100437,0.277292576419214,0.12445414847161572,0.06331877729257641,0.11244541484716158
9경기,0.2249034749034749,0.14864864864864863,0.11776061776061776,0.16505791505791503,0.24517374517374518,0.09845559845559845
10경기,0.22070534698521047,0.31058020477815695,0.14675767918088736,0.14334470989761092,0.0944254835039818,0.08418657565415245
11경기,0.3051742344244984,0.1562829989440338,0.30411826821541715,0.10559662090813096,0.05068637803590286,0.0781414994720169
12경기,0.12862547288776796,0.2698612862547289,0.17023959646910464,0.1551071878940731,0.22068095838587637,0.05548549810844892
13경기,0.3537787513691128,0.2946330777656079,0.06790799561883899,0.11062431544359252,0.08324205914567359,0.08981380065717415
14경기,0.3020618556701031,0.3381443298969071,0.07525773195876287,0.1701030927835051,0.07010309278350516,0.0443298969072165
15경기,0.3325499412455934,0.1645123384253819,0.08343125734430082,0.15276145710928318,0.17508813160987072,0.09165687426556988
16경기,0.2520491803278688,0.18954918032786885,0.05225409836065574,0.1875,0.13217213114754098,0.1864754098360656
17경기,0.2721164613661814,0.26987681970884664,0.07950727883538634,0.16461366181410977,0.10302351623740202,0.11086226203807392
