1번,2번,3번,4번,5번,6번
0.1998868042981265,0.17147448685576733,0.16297014886096914,0.19826850575659882,0.14474297693290908,0.1226570772956293
0.2509981442194198,0.20841237246538452,0.18311324508255403,0.123494713614893,0.11557776871203938,0.1184037559057093
0.20401524080838052,0.19206991440361285,0.10507468317320295,0.16172425725250428,0.17947676943773455,0.15763913492456494
0.22545052307922184,0.21987667597996702,0.23246390151558077,0.10839947974339609,0.17413094496008444,0.03967847472174983
0.2657359435264412,0.1643380165353928,0.1454114292357039,0.11074539831657915,0.17566995720488449,0.13809925518099853
0.1997889980601804,0.18619230358483974,0.11845563779164411,0.1425879333109861,0.1988387466259952,0.1541363806263544
0.15626476558361066,0.19825580943539942,0.17237382543648053,0.23431525634831604,0.13230530681059838,0.10648503638559502
0.22535307588802422,0.19413772658187253,0.1515352109343933,0.1153669091886926,0.21625514973960008,0.09735192766741745
0.21899900966832048,0.20053234418498958,0.1960145971954914,0.19405196122810958,0.11771014910744221,0.0726919386156467
0.20149565054489976,0.24398321200446002,0.14234867717145677,0.15643467080882847,0.12386200780810198,0.13187578166225294
0.20841912247908662,0.12141619283364274,0.1830545075381666,0.18050005918801645,0.177696627785973,0.12891349017511455
0.2534549923340844,0.1804537448247121,0.1550802058236279,0.12273349315817939,0.228061840700462,0.06021572315893426
0.14646557668725027,0.2382546644264781,0.17193274493430905,0.14885141826896042,0.13909085460778553,0.15540474107521654
0.19550652613112407,0.1517867123806765,0.18963485442205716,0.17451646609230767,0.1667752912589578,0.12178014971487683
0.23317225044313858,0.18875219962823322,0.2171148225375224,0.08097724807582526,0.08365091072391485,0.1963325685913658
0.18891145593277267,0.1342644387822588,0.24004249250832682,0.14805501205051863,0.17938273273365682,0.1093438679924663
0.21823847886544923,0.1966888573561256,0.12234676197944126,0.1520756662882991,0.17117252967875102,0.1394777058319339
