,1번,2번,3번,4번,5번,6번
1경기,0.3269961977186312,0.23384030418250948,0.12927756653992395,0.1634980988593156,0.09505703422053231,0.051330798479087454
2경기,0.4088050314465408,0.12578616352201258,0.2578616352201258,0.03773584905660377,0.1069182389937107,0.0628930817610063
3경기,0.22580645161290322,0.41075268817204297,0.17849462365591395,0.09032258064516129,0.03440860215053763,0.06021505376344086
4경기,0.3078512396694214,0.10123966942148759,0.2045454545454545,0.1818181818181818,0.030991735537190084,0.1735537190082644
5경기,0.3974820143884892,0.1474820143884892,0.18165467625899281,0.11690647482014388,0.10431654676258993,0.052158273381294966
6경기,0.266553480475382,0.1765704584040747,0.12903225806451613,0.1833616298811545,0.16129032258064516,0.0831918505942275
7경기,0.36363636363636365,0.15340909090909088,0.15719696969696967,0.20075757575757572,0.11363636363636363,0.011363636363636364
8경기,0.362,0.174,0.21800000000000003,0.11800000000000002,0.06400000000000002,0.064
9경기,0.3004291845493562,0.148068669527897,0.06652360515021459,0.15450643776824033,0.27253218884120173,0.05793991416309014
10경기,0.23188405797101447,0.3892339544513457,0.16356107660455482,0.1407867494824016,0.04347826086956521,0.031055900621118012
11경기,0.348605577689243,0.13147410358565736,0.3306772908366534,0.08764940239043824,0.045816733067729085,0.05577689243027888
12경기,0.19017094017094016,0.3119658119658119,0.1260683760683761,0.1923076923076923,0.16666666666666669,0.01282051282051282
13경기,0.42613636363636365,0.29924242424242425,0.028409090909090908,0.14204545454545456,0.05113636363636364,0.05303030303030304
14경기,0.33624454148471616,0.4104803493449781,0.05895196506550219,0.12663755458515286,0.043668122270742356,0.024017467248908294
15경기,0.47058823529411764,0.14509803921568626,0.058823529411764705,0.10588235294117648,0.16862745098039214,0.05098039215686275
16경기,0.37173913043478257,0.19782608695652174,0.04565217391304348,0.11521739130434783,0.1,0.16956521739130434
17경기,0.34146341463414637,0.2195121951219512,0.09568480300187618,0.17073170731707316,0.07879924953095684,0.09380863039399624
