,1번,2번,3번,4번,5번,6번
1경기,0.583557685521923,0.4121340454258992,0.27600956267347093,0.3193469064427902,0.14649610961406417,0.06053946739449233
2경기,0.6208921598173401,0.28788248207459816,0.4357995596632481,0.09570398979408971,0.21349577507638076,0.12300847572397747
3경기,0.4021193782197189,0.6287619485000663,0.3513238998605557,0.12857827497135832,0.10807355606474112,0.11851761354488419
4경기,0.5737799795769556,0.23565708585910183,0.40551319975782285,0.3032366569755899,0.07483078968864447,0.20498562864900416
5경기,0.6891682225586883,0.33435003356345055,0.4129842785186618,0.12720276843996467,0.1150131109112122,0.04809840669662877
6경기,0.5348328191878886,0.42078244355392813,0.2588202073320096,0.4761833939479219,0.3096456512709362,0.08509903911440908
7경기,0.6921131569755945,0.3067412786755353,0.32052175573625197,0.2999802981569807,0.22162066638697425,0.009750864306667998
8경기,0.620433118755272,0.399903979435969,0.4484730080652109,0.21937845298139075,0.08548542301621688,0.08131751280359814
9경기,0.4709639695827157,0.3857871873804868,0.2370077389496731,0.3162591021802582,0.42007709122833486,0.0662033935041487
10경기,0.3778204032935282,0.5958268189443878,0.28243069752591665,0.2815882903362074,0.10747113155856587,0.05010475299931609
11경기,0.6211222849409926,0.33463440459287513,0.5235920917544808,0.17699865006629506,0.11103459292946469,0.08776666916655049
12경기,0.3185136121464588,0.5329531474662701,0.2132128062455229,0.3774107413279002,0.375542841193209,0.011146228079884782
13경기,0.691035294568227,0.5300364980024405,0.09528799151588249,0.23557777071353453,0.10137320336984987,0.032697109871397914
14경기,0.5916553409123043,0.5715198144159506,0.15048547055667444,0.2697061044649499,0.09146027084431786,0.013529377383668596
15경기,0.7637643401479574,0.3188878585929825,0.14159414208660975,0.23309817465044902,0.40333338440954397,0.020477285874217654
16경기,0.5749930766985832,0.37754321349357883,0.2095746787024167,0.249543356649437,0.2593277428989672,0.27352538404818516
17경기,0.5571601966475223,0.5039276022334436,0.1598047387288109,0.2959096578425733,0.15782605401722255,0.07454763718791949
