,1번,2번,3번,4번,5번,6번
2경기,0.4091122734688385,0.25289107445649783,0.1690646995934129,0.09048161648680995,0.05524401245083513,0.023206323543605592
3경기,0.23538676000453784,0.22755192679671046,0.09141985615607416,0.25990885131518504,0.08681596064767999,0.09891664507981261
4경기,0.2811473647470766,0.30008282395638997,0.30977715927284477,0.031159159177919157,0.07524795487834834,0.0025855379674212
5경기,0.5653018317875752,0.1046106566870205,0.11690075653064738,0.06523382246631704,0.09591706380152323,0.05203586872691653
6경기,0.2515336606458854,0.23429375057538912,0.08769552703844255,0.1638924421996362,0.20729290274917525,0.05529171679147151
7경기,0.13941462564392362,0.2106738961109326,0.2742479686867324,0.3023448279679988,0.0627123169104284,0.01060636467998428
8경기,0.2952392164369682,0.2052394888102715,0.14907143581542864,0.09965021007748352,0.24544132306456687,0.005358325795281252
9경기,0.32079610638543676,0.23101298352720562,0.2614200458579499,0.1287581747371997,0.03986605694787434,0.018146632544333803
10경기,0.2161621518184576,0.4529610002607217,0.11945818665690576,0.108670905681584,0.06257018625680597,0.04017756932552495
11경기,0.2640762365905485,0.10245820284283252,0.20041972720830464,0.23825631484580986,0.15433788205092977,0.04045163646157469
12경기,0.3733291699775819,0.16544710022102593,0.1476967624651903,0.0782770042594323,0.22354288693610827,0.011707076140661226
13경기,0.14883927152424858,0.3929467718101156,0.2130220035291051,0.0907677016108752,0.08020431604352281,0.07421993548213285
14경기,0.25058154089566625,0.1477878740931564,0.2653010863227947,0.2136128164829186,0.1129783095091,0.009738372696364002
15경기,0.29484701038973965,0.2143384993533502,0.30025590261684526,0.05673326844845173,0.04599179097644462,0.0878335282151686
16경기,0.2111600344816573,0.16449507480817915,0.33565067165468154,0.12638843709236983,0.13522181476395975,0.02708396719915256
17경기,0.33434820163465356,0.23396555084191129,0.10653451928396458,0.13705791302220516,0.11775558923159013,0.07033822598567525
