,1번,2번,3번,4번,5번,6번
1경기,0.2714535901926445,0.18213660245183888,0.1646234676007005,0.14886164623467601,0.14360770577933446,0.0893169877408056
2경기,0.5685884691848906,0.15109343936381708,0.10139165009940358,0.06958250497017891,0.07355864811133202,0.03578528827037773
3경기,0.3045977011494253,0.17049808429118773,0.14942528735632182,0.16091954022988506,0.20498084291187735,0.009578544061302681
4경기,0.380952380952381,0.12018140589569162,0.17687074829931973,0.14739229024943307,0.07709750566893425,0.09750566893424037
5경기,0.42857142857142855,0.3528138528138528,0.05627705627705628,0.08441558441558442,0.03246753246753247,0.045454545454545456
6경기,0.396551724137931,0.2624521072796935,0.16666666666666669,0.08045977011494253,0.08620689655172414,0.007662835249042145
8경기,0.5305676855895196,0.12663755458515283,0.05676855895196506,0.21834061135371177,0.04148471615720523,0.02620087336244541
9경기,0.18806509945750452,0.3164556962025316,0.16817359855334538,0.06148282097649186,0.07414104882459312,0.19168173598553345
10경기,0.2846975088967971,0.16014234875444838,0.2455516014234875,0.1779359430604982,0.04270462633451957,0.0889679715302491
11경기,0.23529411764705882,0.22770398481973433,0.17077798861480076,0.26375711574952565,0.0777988614800759,0.024667931688804556
12경기,0.2,0.3654545454545454,0.19636363636363638,0.09636363636363636,0.13454545454545452,0.007272727272727273
13경기,0.23298969072164943,0.3443298969072165,0.11752577319587627,0.18762886597938142,0.03711340206185566,0.0804123711340206
14경기,0.37656903765690375,0.0815899581589958,0.20292887029288703,0.27824267782426776,0.04602510460251046,0.014644351464435148
15경기,0.3557312252964427,0.10869565217391305,0.13043478260869565,0.11857707509881422,0.11264822134387353,0.17391304347826086
17경기,0.10178571428571428,0.1660714285714286,0.28750000000000003,0.24642857142857147,0.058928571428571434,0.1392857142857143
