,1번,2번,3번,4번,5번,6번
2경기,0.4517494990989201,0.11442616828353748,0.25009640661100435,0.11744794144272452,0.05853690385663401,0.0077430807071795765
3경기,0.2706286810142474,0.28717784954283154,0.16112400554734072,0.21658142730999652,0.05303230361283938,0.011455732972744248
4경기,0.37703540008294584,0.1746749777212119,0.19656655144605623,0.07086532705971404,0.07014665682859669,0.11071108686147542
5경기,0.2858893174910948,0.22522030175959898,0.35351888220130406,0.06800454401965678,0.05515016653943435,0.012216787988911133
6경기,0.4552193126607734,0.17374978186075407,0.11155449879138615,0.14653300963011584,0.10608828508563513,0.006855111971335303
7경기,0.14822075359292586,0.19610839246953632,0.17040420443036403,0.24358382749484198,0.17379550074631658,0.06788732126601543
8경기,0.331140751980642,0.2527864353580051,0.26756030469758546,0.056210768763902415,0.048014045587298194,0.04428769361256679
9경기,0.26152827890459684,0.28875570688228097,0.27365016581128576,0.1128951338009934,0.05769990659604988,0.005470808004793002
10경기,0.2872125870637973,0.37328351826533307,0.16899562625891548,0.08680228727819612,0.0752590044206598,0.008446976713098272
11경기,0.5107902232385302,0.10946768230855622,0.09984950020664332,0.24030803633905629,0.0330746614445377,0.006509896462676456
12경기,0.22768086274596702,0.357052409405682,0.17801814819578082,0.16910790165957099,0.06146134299648053,0.006679334996518594
13경기,0.36520677321660133,0.16374112741555044,0.281660191247472,0.12443454189695392,0.04042132632407003,0.024536039899352338
14경기,0.1947921988587029,0.2747675423422991,0.18541830901888096,0.14749651010253217,0.1949503440912806,0.002575095586304374
15경기,0.4852402546662351,0.12572876301537053,0.18004659477249668,0.06753121907816093,0.13604444757476986,0.005408720892966904
16경기,0.23160390712514575,0.18021125536268767,0.25436877887372966,0.1782607730534196,0.15059076183874107,0.004964523746276375
17경기,0.09285917316604425,0.1377030107812034,0.1669169772108553,0.2677979828354473,0.2868803436134037,0.047842512393046065
