1번,2번,3번,4번,5번,6번
0.23732444726875918,0.18542271821659603,0.1537744954241242,0.2314395095497164,0.10353241841826477,0.08850641112253951
0.339239222522357,0.2312062401089517,0.18133659896934015,0.11272493304198888,0.07135562445682923,0.06413738090053299
0.20891195265243187,0.2071823098416115,0.09548579026639156,0.19898405516643158,0.15129130454486767,0.13814458752826583
0.26393384068627135,0.26918849690048563,0.25239744735113706,0.057316147503738195,0.1226693148368416,0.03449475272152622
0.34499491948227395,0.15986601506361145,0.12571075390777783,0.12329633823439429,0.14000916454656115,0.10612280876538127
0.23198905723270774,0.19032706858162526,0.09482985723023256,0.1337633723564351,0.21675465156873103,0.13233599303026836
0.18009753463587969,0.21874649905117352,0.17423175527679693,0.2555005901539162,0.10905983927581492,0.062363781606418825
0.2691221442457003,0.2021042785116475,0.16113469428288457,0.08416137659096014,0.2437458860424866,0.03973162032632088
0.2648010130006214,0.198572266454841,0.24175492975243706,0.14611681797998477,0.081782569616376,0.06697240319573985
0.23019862184369796,0.3206272621505571,0.134046246825992,0.11821560678065698,0.09916066276668122,0.09775159963241478
0.2368467008798053,0.09742429310896358,0.18586865866721705,0.20997962007499182,0.16130108682630148,0.10857964044272092
0.3213728810990785,0.17161376522207009,0.14250203334734649,0.12174764170941432,0.20777562406228675,0.034988054559803944
0.16989380832155376,0.31714918090334954,0.18202041500192176,0.12504804822904858,0.09093655771588183,0.11495198982824459
0.23040631675769224,0.1504727781175589,0.21537890743818347,0.18218449978798282,0.14582208306991282,0.07573541482866965
0.271912363869083,0.1839826467135658,0.24943014768600505,0.07105508818319084,0.0797801912508682,0.14383956229728712
0.212893841951803,0.11688336313049522,0.29693170819176534,0.14001199677833528,0.16853601393055304,0.06474307601704828
0.2937553697023817,0.2106629058616617,0.07993663155582098,0.16218725145659935,0.14278134908766763,0.11067649233586874
